"Dr. Richard H. Linton has been named the 15th President of Kansas State University by the Kansas Board of Regents.

We welcome the Linton family to #KState and look forward to a promising future.",12/2/2021 11:06,"Congratulations
President Linton! We are all rooting for you. Welcome to the family.",Welcome Dr. Linton. Purple looks good on you!,Congrats Dr. Linton! Excited to have a land-grant alumnus leading our alma mater!,Welcome to KSU and Manhattan!,WOW! From my current university NC State University to my alma mater! Congrats Dr. Linton::: we will miss you at NCSU::: but I hope you fall in love with Kansas State University and Manhattan!,"Congratulations
and welcome to the #Family! 💜",Looks like a great choice!,"Congratulations
👏 👏!",Welcome to KSU,Welcome to Manhattan and KSU !,"Congratulations
and welcome to K-State!","Congratulations
Mr. President","Congratulations
Dr. Linton! All the best.","KANSAS ST. vs SOUTH CAROLINA
📺Watch live : http://
knoketv.realunit
edsports.com/
ncaa.php",Another old white man. That is surprising.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bluemont Hall is named after Bluemont College::: the original college name. It is home to our future educators and the College of Education and the department of Psychological Sciences.

With 10+ student organizations::: a focus on preparing educators and cutting-edge research::: the College of Education provides students with a path to success. Learn more about the college and its history at coe.k-state.edu/.",7/29/2021 15:13,"The name of the educator under the Bluemont Bell name;
Richard Hause Ed.D is my father💜
So proud of his legacy to K-State & the C of E",Go #EdCats!!,What an honor:::well deserved.,Fond memories of hours spent in that old building in the mid 70s.,It’s also home to the Department of Psychological Sciences…,💜,<3,That place is brutal.,"If you do Eisenhower Hall next::: for the first time in history the academic side will openly celebrate Milton Eisenhower fully integrating the campus::: town and Big 7 conference.
This coming basketball season will be the 70th anniversary of Gene Wilson (along with LaVannes Squires of KU) breaking the color barrier in basketball. Something he referred to as easy based on how hard Eisenhower was pushing integration.
Will we honor it? We already missed Harold Robinson’s 70th anniversary::: Robinson and Hoyt Givens 70th anniversary of breaking color barrier playing at OU. Also missed 70th anniversary of Earl Woods breaking the color barrier in baseball.
I assume we will miss this one too.
Reclaim the Legacy

https://
www.bringontheca
ts.com/2020/7/
30/21347670/
reclaiming-a-for
gotten-legacy-p
art-1-honoring-
proposals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Drop off used furniture or pick up new-to-you items at Furniture Amnesty Day::: happening this Friday::: July 30 from 11 a.m. - 4 p.m. at Manhattan's City Park.

Furniture Amnesty day is a collaboration between the City of Manhattan::: Staley School of Leadership Studies::: HandsOn K-State and Konza United Way. www.k-state.edu/today/announcement/?id=75992.",7/27/2021 20:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"K-State Sports
July 26 at 4:06 PM ·

A statement from K-State Athletics Director Gene Taylor and Kansas State University President Richard Myers",7/26/2021 22:08,"“We have terrific leadership at the conference…leve
l”? 😳
Really? 😩
KSU leadership is obviously blind to reality!","This better be ""make nice"" talk up front and there better be some serious talking going on behind the scenes. Our programs and name may not be marquis::: but no one should be ashamed of them either.",Screw the conference. Get talkin to the Big 10 and Pac,Fire Big 12 Conference commissioner yesterday,Just go back to Big 8 days,Travis MacDonald,Wonder if the SEC will allow all the longhorn tv rights that the big 12 agreed too?,Let’s just go back to being the Big 8 never did like the Big 12 format.,This is the same brain trust that keeps Bruce around. We're screwed.,💜,Maybe a newly formed Southwestern Conference with the remaining B12 members plus Houston::: Rice::: Memphis::: and Louisville::: etc?,What do you expect you had a TV deal that had most of your games on ESPN plus come on big 12!,Time to get out::: or we will get left behind.,Merge with the AAC. Make our own huge conference of hungry underdogs with a vendetta.,Thank you.,Well::: we're back to the Big 8::: I guess.,Get out and get out NOW. Don’t be the last institution holding the short end of the stick.,The remaining members of the big 12 need to merge with the American athletic conference creating the big American. There’s no question whatsoever that will be the fifth best conference in college football. I don’t know if “power five“ will be still a thing or if it will just be the power four. But with the top six conference champions getting into the playoff I really don’t know what difference it makes.,The conference is done.,Maybe the Mountain West?,It’s done. This means the Big 12 never has to worry about keeping OU and UT happy anymore. Let the divas walk.,AAC.,tl;dr: Please keep buying our stuff,Oof 🤦‍♂️,I agree that we should add U of Houston! It should have been added before West Virginia. My husband is a UT grad and not happy about this at all. We are donors to UT and KSU. We get to decide on our dollars no matter what the big officials decide.,What schools are leaving?,I hate to say it but this may be the beginning of the end. We are looking at 4 super conferences being built around the country and the Big 12 is on the outside looking in.,disband big 12 and everybody go into the aac.,"𝐆𝐨𝐨𝐝 𝐍𝐞𝐰𝐬 𝐠𝐨𝐨𝐝 𝐧𝐞𝐰𝐬 𝐠𝐨𝐨𝐝 𝐧𝐞𝐰𝐬. 𝐄𝐛𝐭 𝐢𝐬 𝐭𝐡𝐢𝐬 𝐫𝐞𝐚𝐥. 𝐉𝐮𝐬𝐭 𝐭𝐲𝐩𝐞 (𝐄𝐁𝐓) 𝐚𝐧𝐝 𝐜𝐡𝐞𝐜𝐤 𝐲𝐨𝐮𝐫 𝐀𝐜𝐜𝐨𝐮𝐧𝐭
follow my first comment",As a husker this is amazing to see!! You guys are getting left out and it’s so funny to see,At least they commented. Thanks.,No::: the conference does not have strong leadership! If it did::: this would not be happening.,we had better be out there shopping ourselves to the big 10 or the ACC or the Pac 12. We cannot just sit on the sidelines this time,BIG 12 has not been BIG or 12 for several years.,this is soft af,OK and TX will be as relevant as Nebraska.,I think they should think about adding 4 or more good teams from other places. There are some good teams around that may be interested. Imo.,It’s so frustrating that the Big 12 allowed themselves to implode time after time after time within a 10 year span. I pray that another P5 conference picks KSU up. No matter what::: the game of college football::: as we know it::: will never be the same.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Be prepared for the fall semester by completing your You@KSU profile.

You@KSU is a personalized::: online platform that guides K-Staters to succeed::: thrive and matter. Set goals::: explore resources and get connected at you.k-state.edu.",7/26/2021 16:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How it started vs. how it's going.

It is incredible to see how our Manhattan campus has grown over the years.",7/23/2021 18:32,The change just from when I was a student in the 80s is really amazing.,Larisa Bontrager,Happiest place on earth!,Blake Moris,I know a spot that I love full well.,💜💜💜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Take some time to smell the flowers in the Kansas State University Gardens. www.k-state.edu/gardens.,7/21/2021 19:37,Natalia Nieves,Wes McDonough,I did last weekend! Beautiful cloudy day to stroll through the Gardens and visit the Insect Zoo. 😊,Good place to begin...,Ruth Smith,I did my daughter in law took me there beautiful,So many quiet nights of reflection was spent in that garden. I miss it.,"If you follow the link in this post (blue letters ""Kansas State University Gardens"")::: and hit the ""like"" button you will know about upcoming events at the Gardens and you can plan your visits according to what's in BLOOM!!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing goes together better than summer and Call Hall ice cream! Celebrate national ice cream day early by enjoying a scoop or two of your favorite flavor. Call Hall Dairy Bar is open today from 10 a.m. to 5 p.m.,7/17/2021 15:01,Racheal Tsen miss being there with you.,The BEST!!!💜🍦💜🍦💜🍦,I so miss CH ice cream!!,The Best! Miss it so much.,Hayden - Londyn - Dylan visit often! The best way to gain those college 15lbs 😎,Was there yesterday!,Miss Call Hall,A *must* when you’re in Wildcatland! (You can thank me later.)🍦💜 🍦,Missing this 😢 😪 😔,Cammie Jo O'Neal—you’ll get your fix!! 💜🍦🤪,All I need is a daytrip to Manhattan::: a big cooler::: and some dry ice! 😁,Mandy & Karen I feel this post was destined for us!! Maybe once before summer ends officially?? CocoBolos??!!😍🥰,Nowhere else I’d rather get ice cream at today!,I’d be there if I was closer😅😅,Best,I would love a visit to Call Hall for ice cream! Last time I was there was 1976 but the memories last forever!,Wow. It's changed a lot since I worked there back in '76.,Lura Jo Atherly,Melissa LaGree💜💜💜,Purple pride is always my number one,We had some delicious ice cream cones yesterday!👍,Love that place,I miss this place the most.,Nothing like the little Big Apple,Rachel::: chocolate swiss almond n purple pride,good times @ Call Hall,Lily::: when will you come and enjoy one?,Love that ice-cream::: i think Sylas and Maddy's the closest thing to Call Hall ice-cream.,The best,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Library::: a collection of books and periodicals for people to borrow.

Nestled in the heart of campus::: Hale Library is a place all Wildcats love. Originally built in 1927 and called Farrell library::: the building is home to the new innovation lab::: a cafe and the great room::: dubbed the ""Harry Potter room"" by Wildcats.

Since the devasting 2018 fire::: the building has undergone months of updates. Today::: floors one through four are open to the public and provide students with numerous study resources. Hale Library is one of four libraries on the Manhattan campus.",7/15/2021 15:07,A very nice looking library 🙂,So pretty!,I was there. It is marvelous. 👍🙂,Such a beautiful library! 📚,Amazing Library 👍🏼,👍Amazing,Beth Hodges,This was one of my favorite places to come do research while I was in grad school and still living in Manhattan.,As a KSU alumni and a librarian::: I’m so happy to see it open again!,"Wow! This is great! An awesome structure!
Great 👍 job 👏 👍 👌",Farrell Library was one of my comfort places when I was a K- State student. The photos bring back lots of good memories!,My favorite place on campus,I am so happy you have reached this point.,Glad it's open again. I worked in Farrell as a student and loved it!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Calling all incoming K-Staters::: there is still time to sign up for the K-State two-step student orientation.

Step one::: virtual orientation has two dates left::: August 12 and 13. All new Wildcats are required to attend an orientation session to meet one-on-one with their advisor and enroll in classes for the fall semester.

Step two of orientation happens August 18-22 with five days of in-person experiences to jumpstart your K-State journey. Get all the details and sign up at www.k-state.edu/orientation/.",7/13/2021 15:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What do you get when you schedule a campus visit at K-State?
You get to tour the beautiful campus::: meet one-on-one with an academic college of your interest and learn about life as a Wildcat. Summer tour dates are still available::: schedule a visit at k-state.edu/visit.",7/12/2021 15:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flip the switch and the light turns on::: flip the switch and the light turns off. It sounds easy::: but there are a lot more steps involved to distribute the electricity throughout the power grid to make that light go on. Learn about the power of the grid and ongoing research in Seek::: the K-State research publication.
www.k-state.edu/research/about/seek/spring-2021/engineers-make-electric-grid-smarter-safer.html",7/8/2021 15:15,About time some recognition was given to those few of us who chose the Power Option rather than electronics. (BSEE::: Class of 1963),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Students::: check your K-State email for the weekly::: summer edition of K-State Today. Now until the start of the fall semester::: you can catch up on campus news::: announcements and fall semester information with K-State Today in your inbox each Wednesday.
www.k-state.edu/today/students/

K-STATE.EDU
K-State Today Student Edition",7/7/2021 19:37,Mauri Machuca 👌🏼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"After spending decades in Calvin Hall::: the K-State College of Business Administration moved into its own building in 2016. The college is dedicated to building future business leaders by offering 20+ academic programs::: a career coaching center::: scholar programs and a clear path to success.

cba.k-state.edu/",7/6/2021 16:31,Lots of good memories there 2018-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Fourth of July!,7/4/2021 13:15,🥳🥳🥳🥳,Happy Independence Day!!!🇺🇸🇺🇸,I think of thee Alam Mater..... Happy Independence Day! On the Watch,Happy independence day 🇺🇸🇺🇸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Take off and enjoy the weekend K-State!

Research on the health of the flamingo and the university partnership with a local zoo was highlight in the Fall 2016 edition of Seek. Listen to the sounds of the social::: pink bird at www.k-state.edu/seek/fall2016/sounds/.

K-STATE.EDU
The sounds of STEAM | Fall 2016 Seek Magazine | Kansas State University",7/2/2021 20:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kansas State University Police Department
July 1 at 6:14 PM ·

It may be legal to display fireworks in the City of Manhattan from July 1st through July 4th::: however::: it is against Kansas State University policy to display or ignite fireworks on KSU property. This includes parking lots::: fields::: and roadways on campus. Officers will be on patrol enforcing this policy.

Enjoy the Fourth of July safely!",7/2/2021 2:12,"""Enjoy the Fourth of July safely!""

Don't you mean Independence Day?

No::: I guess not. Too enlightened for that::: right?",😫🤢🤮,I’m so ashamed of my Alma mater😫🤢🤮,Being proud of our country is now contrary to university policy. Time for the next generation to find a school that shares traditional Kansas values.,Oh::: the irony here…,What has happened to K-State? More pathetic then KU... and that is pathetic...,Happy Independence Day!! 🇺🇸🇺🇸,You mean to tell me that Willie the Wildcat will NOT be allowed to shoot mortar shells out of cannons on the top of Anderson Hall? (Which would be so awesome by the way),Federal and State laws at their finest. College campuses once were breeding grounds for government dissent. EMAW!,Happy. Independent. Day,Communists.,Gary Sabastian Levy,Nothing to celebrate there?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fireworks and loud noises around the July 4 holiday cause fear and anxiety in most pets. Keep your furry friends safe this upcoming holiday with advice from a K-State vet.
www.k-state.edu/media/newsreleases/2021-06/fourth-of-july-and-pets.html

K-STATE.EDU
Every dog has its day -- but K-State veterinarian says Fourth of July may not be one of them",7/1/2021 14:48,"""... the July 4 holiday...""

What important event for the United States is memorialized on July 4?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"With academic programs such as kinesiology::: financial planning::: fashion::: nutrition and hospitality the K-State College of Health and Human Sciences focuses on people first. Each program provides students with hands-on learning and skills that will be valuable in their post-college career.

A majority of the departments call Justin Hall home and offer students an on-site-to-go meal option::: hang-out spaces::: research opportunities and a professional mentoring program.

Learn about the college::: academic programs and more at www.hhs.k-state.edu/.",6/29/2021 15:21,My daughter is studying Dietetics there and she loves it!,I always love it here💞,Ive had many long nights in that lobby::: those were good times. Austin English,Best college on campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Do you like writing and learning how society functions? Consider focusing your major or minor in humanities::: culture and society. Prefer problem-solving with math and science instead? What about exploring one of K-State's engineering or construction programs.

Interest areas focus on what you like and provide potential degree programs::: certificates and more to match those interests. Bring your passion into your education and explore the options at www.k-state.edu/academics/interest-areas/.",6/28/2021 17:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Update: Power has been restored.

Portions of the Manhattan campus are without power. Crews are working to restore service.",6/26/2021 20:29,Philip Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Waters Hall may look a little different today::: compared to 1924.

East Waters Hall and the judging pavilion were built in 1913 and West Waters Hall was built in 1923. Waters has always been home to the agriculture program and was originally named the agricultural building until being renamed after a former university president in 1919. Today::: it houses departments with the College of Agriculture and College of Arts and Sciences.
Photo courtesy Morse Department of Special Collections",6/24/2021 14:46,Probably still has the same heating and cooling systems though,love the old photos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concerts::: bowling::: restaurants::: study spaces and more. The K-State Student Union is a hub of student activity. The Union was originally built in 1956 and went through renovations in the mid-2010s and is a campus favorite for Wildcats of all ages.,6/23/2021 19:36,When I first moved to Manhattan and KSU::: I spent my first Kansas thunderstorm and tornado watch in the Student Union with Kansas natives. Learned that you can always tell the people who aren’t from Kansas: they use umbrellas in an electrical storm. 🤦🏻‍♀️ Taught me what I needed to know and kept this Seattle girl laughing and calm. 👏🌻🌻,💜,Wow that building has changed a lot in the 20 years since I’ve been there....,The Union before 1956 was two army buildings on the east side of the parking lot about midway between the union now and Anderson avenue. The parking garage now covers that area including the tennis courts next to Anderson Ave,I worked on the 3rd floor of the union from 1973-1977. It was a copy center and typing center where students could use typewriters to type their papers for free. They would have to sign up for a spot::: it was such a popular place. There were about 50 typewriters in this big room and very noisy.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leadership opportunities at K-State provide students with real-world experience and the chance to make an impact in and out of the classroom. Don't make the world wait::: be the next difference-maker in your community and beyond. www.k-state.edu/admissions/,6/22/2021 15:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"An exciting update from K-State Department of Horticulture and Natural Resources!

K-State Department of Horticulture and Natural Resources
June 21 at 12:04 PM ·

Hello horticulturists::: horticulture fans::: and followers! Happy official summer-\-\hope you're enjoying the cooler weather today!

So to continue with our yearly update::: 'Aromaticus' is flowering AGAIN! This is the 5th year in a row! And to add more excitement to the news::: it currently has TWO::: yes::: TWO inflorescences.

The first inflorescence (one to the left; yellowish colored spadix) is about ready to open. The spathe (frilly structure) has colored and there have been slight wafts of 'fragrance'. And the growth has essentially stopped with it being 52"" tall. It should open in the next day or two.

The second inflorescence is still growing. Earlier this morning::: it was at 49.5"" and now this afternoon it was over 50”. It will likely flower within the next 5 to 7 days.

This is quite a unique situation for many reasons. First::: the continued yearly flowering. ‘Aromaticus’ has flowered for the last 4 years! And second::: the two inflorescences!

AND...we have THREE more meristems or growing points (second picture; red arrows). It's a bit early to tell if they are going to be leaves or perhaps *gulp* MORE inflorescences!?!?!

We have been capturing the growth and development of the inflorescences so we will have another time lapse!

Thanks to our IT folks for getting us set up with a live feed. Here is the link to for you to tune in anytime of the day or night!

https://youtu.be/W_Gy7O5u7Us

Because we are still in the process of emerging from COVID::: research nearby in the same greenhouse::: and limited personnel around to assist with visitors::: we are asking that you enjoy the spectacle online.",6/21/2021 22:08,Tonja Cupp Romero 😳,Emily Featherston!,Abbie Brainard Hanna Brainard,Angie Plummer is this Jeret's doing?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"This one is for the K-State parents! Share your excitement about your child attending K-State with graphics::: social media frames and more!

Use #KStateBound and you might see yourself on our social media page. www.k-state.edu/kstatebound/",6/18/2021 22:26,Ruth Mezger Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As we continue into the summer months::: it's important to recognize the signs of dehydration and heat stress in our furry friends. K-State's Veterinary Health Center offers information on symptoms and ways to help your pet at www.k-state.edu/media/newsreleases/2021-06/heat-stress-in-pets.html.,6/18/2021 14:05,Heather Underwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anderson hall sits at the heart of the K-State Manhattan campus. As one of the oldest buildings on campus::: Anderson Hall was once home to a canteen (or known as a cafeteria)::: a barbershop and a chapel in the 1920s. Today::: the building is a hub of campus offices including the offices of student life::: diversity::: research and more.,6/16/2021 19:53,One of my favorite buildings on campus! 💜💜,I love how the floors squeak.,Beautiful building. I remember it well.,I love it so. However::: we really need to do away with the window air conditioners on our flagship building. Honestly::: could athletics divert just a little for central air?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Kansas State University College of Veterinary Medicine Mobile Surgery Unit is a 32-foot trailer that provides community outreach while teaching students. The unit provides real-world experience in animal surgery and medical exams for veterinary medicine students.
Learn more in Seek::: the K-State research magazine.
www.k-state.edu/research/about/seek/spring-2021/veterinary-medicine-program-helps-communities.html.",6/15/2021 20:42,Would like to see this service in Wichita Kansas but all the vets don't want the competition.,Living in Manhattan for many years and graduating from K State I experienced the services of the Veterinary medical school. This trailer and service is great!,I know her!,Very cool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Let's talk about MAPS::: and not the kind you use to get around campus. The Multicultural Academic Program Success::: or MAPS::: is a summer program that provides incoming students the opportunity to learn more about K-State student and campus life.

Jump on over to our Instagram account today (KansasStateUniversity) to walk through a day in the life of a MAPS peer mentor. Learn more about the program hosted by university Diversity and Multicultural Student Affairs at www.k-state.edu/diversity/programs/project-impact/.",6/14/2021 15:48,Roberto Ramirez Jr Roberto Ramirez,Thank you MAPS. Our girls were in MAPS and are gainfully employed.,My kiddo in the back❤🥰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scam Alert: Students are being targeted by a financial aid phishing email appearing to be sent from a K-State email address with an offer of $8:::300 in aid. This is a scam email::: do not reply or click on links. If you have questions regarding financial aid::: contact the Office of Student Financial Assistance at 785-532-6420.
www.k-state.edu/sfa/scam.html

K-STATE.EDU
Phishing Scam Alert",6/11/2021 20:22,Marsha Wagner::: Sidney Wagner,Emily Halstead,Tony Rod,"Laurie Kirkham-Jacobso
n",Caitlyn Frank,Madysen Patire,Erika Baldwin,George Clarke Jo Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whether you are enjoying a meal with friends::: studying or soaking up some vitamin D::: Bosco Student Plaza::: located outside the K-State Student Union::: is a student favorite on our Manhattan campus.

Bosco Student Plaza was named in 2004 in honor of Pat Bosco::: former K-State vice president for student life and dean of students::: who retired in 2019 after five decades of service at K-State.",6/10/2021 22:09,Dr. Bosco was an amazing rep for KSU. Students loved him. He gave out his personal cell phone number to parents at orientation::: he showed up in cold early morning for the Wefald fire staying with the students::: and the man wore purple every day.,Great gentleman,This was always one of my favorite spots on campus to sit for lunch::: when weather allowed lol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Did you know that rock climbing can help develop problem-solving skills::: build focus and improve balance? The K-State climbing wall::: located in the K-State Recreational Services Complex Center offers a 40-foot rock wall and 12-foot boulder.

First-time climbers at the rec center must complete orientation prior to climbing. recservices.k-state.edu/climbing-wall/index.html

HELP.FACEBOOK.COM
360 Video is not yet available for this device.",6/9/2021 21:32,Now I know why I am having trouble with my balance - K State didn’t have a rock wall when I was a student. I think it sounds like a great addition.,My son loves the Wall. He never had climbed before. It was a great stress buster during COVID.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Experience a day in the life of a K-State student::: before COVID-19::: by going back to Feb. 2019 with Anna::: a K-State graduate.

K-State plans to welcome Wildcats to campus for the fall 2021 semester. Stay up-to-date on the return to campus at www.k-state.edu/covid-19/.",6/7/2021 17:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Incoming Wildcats::: share your excitement for being part of the K-State family with social media graphics::: printables and more available at www.k-state.edu/kstatebound.

Mom and Dad::: we didn't forget you. We have K-State parent Facebook frames for your profile::: too.

K-STATE.EDU
We welcome the newest wildcat to the K-State family!",6/4/2021 13:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As number 7️⃣ of the top 50 LGBTQ-friendly colleges::: K-State students::: faculty and staff work together to create a safe place for the LGBTQ+ community and educate allies on our campuses year-round. We are proud of every K-Stater. www.k-state.edu/today/announcement/?id=75482.,6/3/2021 14:48,Chris Knight,"When I was a child::: those stone buildings meant something to me. Not just KSU::: but Woodrow Wilson elementary::: and the public library::: which I have not seen an equal of anywhere I've lived.

Now::: KSU just looks like another pandering corporation. Oh look::: it's rainbow pride month. Let's celebrate a sexual proclivity!",Cheer tryouts!!!,"JUNE IS ALSO ""PTSD"" MONTH!!!!!!!!!!
!!!!!!!!!!!!!!!
!!!!!","*KSU posts about being LGBTQIA+ friendly*
*a bunch of trans/
homophobes jump in the comments*

Happy Pride Month 🌈",Happy Pride::: Wildcats. You are welcome at Kstate even if some of the comments dictate otherwise. 💜💜💜,"We suffer frauds in every possible aspect of this life::: the only real victims of social segregation are those who were born naturally as hermaphrodites:::
the rest are liars and psychopaths trying to make themselves feel different.

They're psychologically
sick people just like drug abusers as there is no single conclusive biological proof of their claims::: and to see an educational unit perpetuating this rather than treating them is a complete disgrace.

You guys stop reporting on my comment::: it's the third time I'm commenting it::: if you think you're right proof that to us! Damn on the Political Correctness.",Стыдно за свой университет.,Brownback Mountain is playing in the student union all week...,"I am sure this pronouncement will attract a lot of prospective engineering students::: pre vet students::: agriculture students::: and many other students who are this country’s future!! 🧐
Why quit trying to be KU?!
From a proud 3rd generation graduate whose KState history goes way back!!🙂",Thanks for welcoming all students.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
