#UMNdriven Spotlight: Ru Bashir is an undergraduate student pursuing a Human Resources Development major. Joining the Black Student Union::: as well as other student organizations::: has had a big influence on her experience at the U.,2021-12-15 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Gophers may be adorable::: but their pets are even cuter! 🥰 #UMNproud,2021-12-13 09:12:00,Amy Miller,Daisy says Row the Boat!!!,Andrea Prepp,Michelle Lea,Lisa Niemeyer Thelen,Tara Kemna Manthey,Brandi Jean Glanzer,We have a border battle at our home - meet Goldy (16) and Madison (2).,Those are some doggone good pictures.,Grace Noëlle Does Ranger have any Gopher gear?!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Did someone say Winter Wonderland? ☃️,2021-12-11 11:00:00,"It's not really winter on the mall until there's 2"" of highly polished ice under that snow :-)",My kiddo texted and thanked me for the snow boots he got for Christmas last year!🤣,I Work out at The University of Minnesota. Shoveling Out at Morrill Hall Yesterday.,It was a gorgeous day in Minnesnowta!,This is why I left Minnesota.,❤️❤️❤️,Olivia Beck kill me please actually,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UMNdriven Spotlight: Kaylah Vogt is a student pursuing a major in Integrated Behavioral Health. In ten years::: she sees herself as the CEO of a non-profit::: providing mental health and art therapy services to the Deaf/HH population.,2021-12-10 10:38:00,-Executive General Director of a Large organization -Vice General Director of Foreign News -Editor ( Director ) of Foreign News Listen,You Go Girl....rooting for you to reach your career goals!!!🌹🌹,I believe you can do it!,Permanent Positions from 1976 to 2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Like mother::: like daughter. Both Chris Bent and her mother::: Mary Olson Cornils Baich::: are University of Minnesota School of Public Health alum. They work as leaders and mentors for women in the healthcare field. Learn more about their stories: https://z.umn.edu/7cdy,2021-12-09 09:00:00,I am a class of 2026 student,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Join the College of Science and Engineering::: University of Minnesota for three dazzling light shows designed by science and engineering students! The high-tech light show features more than 250:::000 LED lights set to music and recorded by UMN Twin Cities students.  Check it out! https://z.umn.edu/7cdn,2021-12-08 08:00:00,Matt Njos Sr.,Will there be additional public safety for the event?,Megan Splan,Natalie DeLay have you seen this?,Christina Kaye ::: Sydney Sawatzke,Meagan,Erika Priester 😎,This is always a great show!,Why do you still have Eric Spankle in your employment?,Olivia Bloomer Stella Bloomer,👏👏👏👏👏,Ally Schmidt The tour guide told us about this. I think they were starting to place some of the lights when we were there.,Sara Sweetman you should check this out!,Shannen Griffiths,Angela,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-12-06 08:26:00,My daughter is finding out how cold a winter at UofM can be. 😆,So beautiful! Love it!,Beautiful pic!,So beautiful! Love me some Minnesota! 🎉❤️,this is so Beautiful i miss the weather most of all ..,This is what I miss most of all about Minnesota. i love the snow and ice more than anything..,Tegan and Sara???,"Lost Dogs Minnesota and others are trying to help me. I LOST my Female Toy Poodle. My 9 year old toy poodle - orange - 7 ""tall to her back- slender build. Our Family member went missing from our home in White Bear. She was picked up on 35E 8/13/18 about 1:30PM If you have any Information Please contact Karen by phone or text @ 612-804-5555 I am Offering a $500 Reward - NO Questions Asked. I just need to get my Baby back home Again!",nice,Many snowy memories from my years::: 1957 to 1961.,Oh my,Many snowy/chilly mems from my years in the late 80’s 🤩,Is the photo from today??,Beautiful!!!,Would someone there please share this message with Dr.Eric Sprankle??.... King James Bible And Mary said::: Behold the handmaid of the Lord; be it unto me according to thy word. And the angel departed from her.,Ava Yablonski,exactly same mememry as my 1995_1998,Get your warm clothes out Dorothy Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UMNdriven Spotlight: Emilie Gruell is a student pursuing a Family Social Science major. She believes the best kept secret at the University of Minnesota Twin Cities is the Gopher Way::: because the heated tunnels connect buildings on campus and keep Gophers warm in the winter!,2021-12-06 08:02:00,Peyton the u has heated tunnels!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For Emerson Gonyea and Jenna Gardner::: the University of Minnesota School of Dentistry has played a key part in their love story. Now::: it's a main character in their engagement story::: too. Learn more about their journey: https://dentistry.umn.edu/news-events/match-made-mcnamara,2021-12-03 08:00:00,They are also fun tailgaters- Congratulations !,Emerson and Jenna! Such a wonderful story! Congrats!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alok Gupta from the University of Minnesota Carlson School of Management researched how humans and machines work together. His findings demonstrate why humans shouldn't rely too much on machines for decision making. Read more: https://carlsonschool.umn.edu/news/smarts-artificial-and-human,2021-12-02 09:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Smith always knew he wanted work in the healthcare industry::: but realized freshman year that med school wasn’t for him. He then discovered the Health Services Management program with the University of Minnesota College of Continuing & Professional Studies. Learn more about his journey at: https://z.umn.edu/7bm8,2021-12-01 08:30:00,yes just what hospitals need::: more administrators!,Chloe Simpson ??,Great story!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
After 55 years with no health issues::: Tori Jaffray was diagnosed with stage four ovarian cancer. Now::: after working with Dr. Melissa Geller::: Jaffray's scans look encouraging::: and she feels fantastic. Read more: https://z.umn.edu/7bly,2021-11-30 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
After a nice::: long fall with warm days and cool nights::: it's time to bring your houseplants indoors for the winter. Giving them a good check-up can mean fewer pest problems and healthier::: better-looking plants. Learn more: https://extension.umn.edu/yard-and-garden-news/give-your-houseplants-fresh-start,2021-11-27 11:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"“Lung cancer kills more women than breast cancer:::” says Abbie Begnaud from University of Minnesota Medical School. “But when detected early::: lung cancer cure rates are very high and much better than waiting for it to cause symptoms."" Learn more: https://z.umn.edu/7blp",2021-11-26 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Why did the turkeys cross the road? To wish Gophers a Happy Thanksgiving! #UMNproud 🦃,2021-11-25 08:53:00,saw them crossing washington ave today!!,Saw them while picking up our gopher this fall!,More turkeys who had to cross the road.,😄,Kim Karnitz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Is this thing on?! Thanks for the help::: Goldy! #UMNproud,2021-11-24 09:25:00,We Minnesota Gopher fans always enjoy time with Goldy!!,“Go Gophers” all the way from Oregon! (Go Ducks too!),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMN Researchers tested the effectiveness of three filtration devices that can mitigate the spread of aerosols at the dentist. These findings could increase safety during dental visits. Learn more at: https://z.umn.edu/7awy,2021-11-22 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UMNdriven Spotlight: Lucas C Reece is an undergraduate student pursuing a Computer Science major and Chemistry minor. He's currently an officer for the competitive programming club. He has loved the warm welcome he's received from the Computer Science community!,2021-11-21 09:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shhh...we're studying! #UMNproud,2021-11-19 08:00:00,Lots of memories of this library!,Wow::: does this bring back memories::: Joe Burianek,I love this library,Katie Mendenhall,#UMNAlumniProud,Was perfect for studying: Walter Library. https:// twitter.com/ LibrarianUPenn/ status/ 1125492532207673 344?t=dPQ9euzRH gGdEG4PavUhzw&s =19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's Give to the Max Day! #UMNGive  University of Minnesota Giving November 18::: 2021 at 7:00 AM ·  We have a special Give to the Max Day message from President Joan Gabel! #UMNGive https://givingday.umn.edu/,2021-11-18 10:08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betsy Seaquist with the University of Minnesota Medical School and M Health Fairview talks about diabetes awareness::: and daily life for those living with the disease. Read more at: https://z.umn.edu/7aws,2021-11-18 07:30:00,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Names hold a lot of power:::"" says Kate Beane::: a U of M faculty member who was at the forefront of the movement to restore the name of iconic lake Bde Maka Ska. Learn more about her journey: https://z.umn.edu/7ayh  TWIN-CITIES.UMN.EDU Kate Beane: Returning home::: restoring a name",2021-11-17 09:07:00,Don't worry::: in a generation people won't care that it was called Lake Calhoun and will look back at those who wanted to keep it as silly people who couldn't handle change.,Judy Wilson,Used to love lake Calhoun,"Thousands of lakes have always had native American names::: Minnetonka::: Mississippi. ""Minnesota"" is a native word. But yes::: changing THIS lake's name will change everything lol. I don't think it offends anyone::: it's just dumb virtue signaling that does literally nothing to help the native American community.",The U: wants to restore the original indigenous name of the lake instead of naming it after a slave holder.  White people: and I took that personally  😂😂😂,What about whatever the lake was called bde maka ska? Surely it had many names until different tribes moved in and forced others out........,The name restoration is a good thing … and it’s official on the Local::: State and Federal levels. Now::: if the loons and wild rice would only return to Bde Maka Ska …,Lake Calhoun to me as well as all the sports teams that changed their names!,Our tax dollars hard at work cause we think “names” are racist!!!!,Who cares? It is Mpls::: they are insane...,Imagine having that little going on in your life this is what you do with it.,Lake Calhoun::: it's home to all Minnesotans.,How many white people does it take to get mad at something that has nothing to do with them,It is either lake maka ska or bde maka ska but not lake bde maka ska.,"It's hilarious that white folks are mad about this. ""I'm mad they don't want it to be named after a slave holder! But I'm not racist asf."" 😂😂😂 also::: Trump lost.",Call it White Earth Lake::: I guess what ever works,White people be dumber than the Amish.,Lake Calhoun!,Lake Calhoun.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
And that's a wrap on an unforgettable First Gen Week! #UMNFirst #UMNProud  Orientation & Transition Experiences University of Minnesota First Gen Proud,2021-11-16 08:52:00,Yay #firstgen I love seeing #firstgeneration collegestudents being celebrated!!!!! You all have this!!! This was barely a thing that was acknowledge when I first started (way too long ago) and now it’s a week?! So cool!!!,I can't make you a millionaire but i can educate you on how to make $3:::600 dollars weekly and $14:::400 dollars monthly. Just ask me how. Inbox 📥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Can I be a groupie for The University of Minnesota Marching Band?! #UMNproud,2021-11-15 08:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Professor Joseph Gaugler::: with the University of Minnesota School of Public Health::: answers questions about who family caregivers are::: what they do::: and common challenges they face. Learn more at: https://z.umn.edu/7ac7,2021-11-13 16:00:09,yassified,note by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Through DNA::: U of M Twin Cities researchers are now able to trace the famous Honeycrisp apple's lineage. Unfortunately::: for one parent of the apple::: there will not be a reunion. Its parent::: the Minnesota 1627::: is a variety that's long gone. Read more: https://z.umn.edu/7a6x  KARE11.COM The untold story of decades-long search to find the 'parents' of the famed Honeycrisp apple,2021-11-12 16:00:25,Brian Malecha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We're thankful for the veterans in our community. We honor your service::: bravery::: and sacrifice.,2021-11-11 15:02:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Those campus views tho 〽️ #UMNproud,2021-11-10 20:27:46,Look at that sustainable green roof above the Bookstore 😌,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's #UMNFirst Week! 1 in 4 students at the U of M are first gen.  University of Minnesota Office for Student Affairs November 8::: 2021 at 8:00 AM ·  We join the U of M in celebrating first-generation college students::: faculty::: and staff this week! 1 in 4 students at the U of M are first gen. Swipe for some #UMNFirst advice!,2021-11-08 20:57:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starasea Nidiala Camara from College of Liberal Arts | University of Minnesota curated an exhibition at the Minneapolis Institute of Art titled “In the Presence of Our Ancestors: Southern Perspectives in African American Art”. Learn about her experience and art at: https://z.umn.edu/796m,2021-11-08 16:00:08,Is there a point that you will stop treating us like we don't know better? Here is what we know. These are facts. https:// www.youtube.com/ watch?v=DMDbVd2m kvw&t=8s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UMNdriven Spotlight: Olivia Rein is an undergraduate student pursuing a Retail Merchandising major and Management minor. Her superpower is making latte art!,2021-11-07 17:00:18,web / fr.km / gh.t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Šišókaduta Joe Bendickson learned the Dakota language at the U of M::: and now feels he is in a race against time to preserve the language::: and teach it to the next generation. Learn more: https://z.umn.edu/79u0  TWIN-CITIES.UMN.EDU Šišókaduta Joe Bendickson,2021-11-05 16:29:38,So happy for you::: Joe. This is an incredible accomplishment. I do hope you can save this wonderful language. Congratulations ::: Joe!,Larry Councillor Jr. Sweet bro,Anne Puschmann LeClaire💕,👍👍 very few people know that language keep it alive(I don’t know the Lakota or Dakota language but I respect it and their history should never be forgotten!!!,Do you have a link to the classes he teaches?,awesome Joe!,☆☆☆☆☆,Jo Goering,Arthur Tatanka Kute Lockwood looking good!! Bada** keep up the amazing work you do!!,Wonderful!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UMNdriven Spotlight: Annelise Paulik is a student majoring in Environmental Engineering. Her involvement on campus has helped her bond with her community and make professional connections. She believes late nights at Pioneer dining hall are the best kept secret on campus!,2021-11-03 15:00:11,Any scholarships ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This Native American Heritage Month::: the University of Minnesota shares the stories of six Native leaders - students::: staff::: faculty::: and alumni - who are making a difference in our community. Read their stories: https://z.umn.edu/79h9  TWIN-CITIES.UMN.EDU Celebrating Native American Heritage Month,2021-11-02 15:09:23,These quick reads are terrific and really help non natives understand that native people continue to make exceptional contributions to our society. We are thankful to have them in Minnesota. I shared this with my 4th and 5th graders!!,Dawn Charlene I am going to share directly with students on Schoology and in the announcements starting Wednesday. Thank you!,Sharing,Elissa Hoole can you share this please?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The University of Minnesota expands Native American undergraduate student tuition support::: with free or greatly reduced tuition to Minnesota members of Tribal Nations. For full program details::: visit: https://z.umn.edu/79ar,2021-11-01 15:41:12,Will you offer application assistance to tribal members as well?,How about some of that cabin land back too?  https:// youtu.be/ GNi__fnadTM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boo! Happy Halloween::: Gophers! #UMNproud,2021-10-31 15:00:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We'll never take these Fall Days for granted! #UMNproud 🍂🍁☀️,2021-10-30 16:33:31,That is a beautiful campus in the fall for sure!,I now live in Florida and miss the season's colors. I love U of MN's campus.,so happy my son goes there.,Brings back memories of first Fall @ UMN 😃,Gorgeous weather!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Like this post to tell Goldy how much you love these costumes! Happy Halloween 🎃 #UMNproud  📷: Minnesota Gophers,2021-10-29 15:00:44,The Saturday Night Fever dance was awesome!!,Justin Vetsch,Best mascot ever!,Love! Agreed on best mascot ever😁,Awesome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A research team from the College of Science and Engineering::: University of Minnesota has completed the first-ever global population estimate of Weddell seals in Antarctica. These findings provide a benchmark for global environmental change and conservation.  Want to learn more?! Visit: https://cse.umn.edu/college/news/researchers-and-citizen-scientists-complete-first-ever-weddell-seal-count,2021-10-28 15:01:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler days send signals to certain insects: winter is coming. Box elder bugs are no exception. If you need advice on how to deal with these pesky house guests::: this article might be perfect for you!  Read more: https://extension.umn.edu/yard-and-garden-news/boxelder-bug-boom  EXTENSION.UMN.EDU Boxelder bug boom,2021-10-27 15:04:02,I found that spraying just some ordinary dish soap and water on them keeps them away,Molly Price,Box elder bugs::: a few but where are the Lady Bug Bettles this year?,My white house will need to be power washed next spring after the mess they've made on our house. 😩,These are Darth Maul bugs at my house.,Bleach water in a spray bottle—bye bye Box Elder bugs…,Ugh.,Heather Luethje,dish soap mixed with water...put in spray bottle and spray them,Soapy water in a spray bottle. Dish soap is perfect.,Or::: hear me out here:,Natalie Robare us at the office 🤣🤣🤣,Jacklyn Gill Joseph H. Gill,Jenny Willaert,Leah Brown,Blake Mercer,Karina Esperanza Weelborg,Patrick-Tammy Stoudamire,Cricket in thousands in North Israel.,Easy find out where the boxelder trees are and cut em down::: there weed trees any way,YL Vwj 😂😂😂,Yuck,Leah Thompson for the shop… these little assholes are everywhere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remember to get out and vote by November 2nd! It's fast and easy. Register at https://advocates.umn.edu/vote,2021-10-26 15:00:55,16 years November / full bee,PepsiCo Dew Outdoor Sweepstakes Get more at https:// www.helptostudy. com/ pepsico-dew-outd oor-sweepstakes / Application Deadline: October 31::: 2021 #helptostudy #Students #USA #University #Sweepstakes #PepsiCo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We'd love this a lot more if winter wasn't next... 🍂 = ❤️ ❄️ = 🙅,2021-10-25 15:01:21,The original Heartbreak Kid walked there,I don't know - this Minnesotan loves Winter!,Philosophy 101: love the moment::: don't spoil it with thoughts of the future :),please don't share your subjective negativity with this picture!,Like winter 2,...and next comes winter but spring with all it's beauty follows to usher in summer with all it's fun!!!,📚🍁👏,Most definitely,Beautiful::: Colorful Scene!!,Thuy Vu,Agreed.,* weren't  (ducks),So beautiful indeed,Gorgeous,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UMNResearch Brief: Settling into a new job is no easy task::: but University of Minnesota Carlson School of Management researchers have found that connections made among other newcomers could be the key to early success.  Learn more: https://z.umn.edu/78ee,2021-10-24 17:00:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UMNdriven Spotlight: Allison Blaskowski is an undergraduate student majoring in Genetics::: Cell Biology and Development. She is also a part of the University of Minnesota Twin Cities Marching Band!,2021-10-23 15:00:35,Yay Band!!! The University of Minnesota Marching Band,That’s my roommate 🤩🤩🤩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Stuart Bloom from the University of Minnesota Medical School discusses the subtle signs::: risk factors::: and stigmas of breast cancer. Learn more: https://z.umn.edu/78e7,2021-10-22 15:04:06,Dr. Bloom is the very best!! #UMNproud #survivor,He’s ABSOLUTELY the BEST ❤️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Treynor Smith was only 7 days old when he underwent his first open heart surgery. Shawn Wedlund::: a pediatric nurse practitioner student paired with the Smith family::: learned valuable lessons on how families cope with challenging circumstances.  Learn more: https://nursing.umn.edu/news-events/what-families-can-teach-us,2021-10-21 14:59:10,♥️,It's is my business sports my product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cryptocurrencies get a lot of press::: but equally important is the transactional platform that runs them. This technology is used beyond bitcoin::: and it could change how numerous industries do business. Learn more: https://carlsonschool.umn.edu/news/beyond-bitcoin  CARLSONSCHOOL.UMN.EDU Beyond Bitcoin,2021-10-20 20:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UMNdriven Spotlight: Maimoua Hoang is an undergraduate student pursuing a Psychology major. She's actively involved in campus research and it's helped her apply what she's learned in the classroom to her work.,2021-10-19 15:01:18,Hats off to thee::: Maimoua.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The 2021 growing season started with abnormally dry conditions that escalated to extreme drought throughout the state. For CFANS::: the drought’s effects presented research challenges and opportunities. Learn more at https://cfans.umn.edu/news/whats-drought,2021-10-18 14:01:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's pumpkin season! We can't wait to see your #UMNproud carvings!,2021-10-17 18:00:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UMNdriven Spotlight: Anthony Kiekow is an alum with a major in Journalism. After graduating::: he feels like he's part of a club that consists of the best and brightest people.,2021-10-16 17:01:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
