Making fetch happen 🐾,2021-10-03 16:09:14,📸 by Tanya Wen,💙💙💙💙💙,Anne Wardlaw Mason,Go Duke 💙,Go Duke,Duke did you want the ball?,It's October 3rd.,🐶💙🥰🤩,😊,🐾 💙,Ellen Sanders we need another game this year!,Antonia Markoviti Go for it!,Hahah,Go to leaderdog.org. when I was in elementary school or middle school::: I did a project with Leader Dogs for the Blind.,There's a (UN) Carolina Coonhound out there who isn't impressed::: I'm sure,Go Duke Blue Devils,💙,I had a hip surgery where they put a screw to hold my hip together at this hospital.,Whoever is doing the Duke social media gets an A+ today.,Kevin Lustgarten,https:// youtu.be/ sn3VR31taWo,My husband was planning on divorcing me saying he was tired of our union i was surprised because this come all of a sudden and my instinct told me something was going wrong::: i later find out my husband have a woman outside::: i asked him about that::: he got really angry and said that's why he wants us to divorce::: he left home for 6 months when i saw the contact of Dr Ogbomoso the spell caster a woman explained who she was able to get pregnant and have a child of her own with a herbal medicine after 9years of marriage::: I took his contact and explained my situation with my husband to him::: he told me my husband is been manipulated::: he told me some things to do and perform a spell for me::: after 3 days of the spell my husband came home and tore the divorce paper::: we are living happily now all thanks to Dr Ogbomoso Don't be ashamed of your issues::: You can also contact (+2349053403552 )him on his Facebook page @ Dr Ogbomoso spell home  https:// www.facebook.com / Dr-Ogbomoso-Spel l-Temple-108970 994914341/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Professor Eva Naumann's research team studies small fish to answer big questions about the brain.  MEDSCHOOL.DUKE.EDU A Small Fish in a Big Question | Duke School of Medicine,2021-10-01 20:06:01,My husband was planning on divorcing me saying he was tired of our union i was surprised because this come all of a sudden and my instinct told me something was going wrong::: i later find out my husband have a woman outside::: i asked him about that::: he got really angry and said that's why he wants us to divorce::: he left home for 6 months when i saw the contact of Dr Ogbomoso the spell caster a woman explained who she was able to get pregnant and have a child of her own with a herbal medicine after 9years of marriage::: I took his contact and explained my situation with my husband to him::: he told me my husband is been manipulated::: he told me some things to do and perform a spell for me::: after 3 days of the spell my husband came home and tore the divorce paper::: we are living happily now all thanks to Dr Ogbomoso Don't be ashamed of your issues::: You can also contact (+2349053403552 )him on his Facebook page @ Dr Ogbomoso spell home  https:// www.facebook.com / Dr-Ogbomoso-Spel l-Temple-108970 994914341/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When September ends 🌇,2021-10-01 00:01:03,When I started my freshman year at Duke (in the Dark Ages)::: classes didn’t even start until September 24.,Welcome October!,Beautiful!💙,Breathtaking view!,Beautiful!,Beauty,Beautiful…..,Go Duke Blue Devils,Sick Green Day reference.,I had a problem with my boyfriend six months ago::: which lead to our breakup. I felt so empty inside. Until a friend of mine told me about one spell caster called Dr Ogbomoso that helped her also with the same problem too. So i quickly contacted Dr Ogbomoso and I told him my problem and he did gave me instructions and guide lines of his spell casting.. And after 11 hours::: my boyfriend gave me a call and he came back to me and told me he was sorry for everything that he made me go through.. now i am back to my ex and we are living happily together.. thank you so much Dr Ogbomoso for bringing joy and happiness to my life.you can visit is Whats-App number +2349053403552 or https:// www.facebook.com / Dr-Ogbomoso-Spel l-Temple-108970 994914341/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congrats to Kuan-Cheng Weng and Anqi Wu on their engagement 🎓💗💍,2021-09-29 15:07:50,nice::: what will forever be known as the last decision he ever makes,Congrats,<3,💙,Go Duke Blue Devils,Wow amazing 🤩,I had a problem with my boyfriend six months ago::: which lead to our breakup. I felt so empty inside. Until a friend of mine told me about one spell caster called Dr Ogbomoso that helped her also with the same problem too. So i quickly contacted Dr Ogbomoso and I told him my problem and he did gave me instructions and guide lines of his spell casting.. And after 11 hours::: my boyfriend gave me a call and he came back to me and told me he was sorry for everything that he made me go through.. now i am back to my ex and we are living happily together.. thank you so much Dr Ogbomoso for bringing joy and happiness to my life.you can visit is Whats-App number +2349053403552 or https:// www.facebook.com / Dr-Ogbomoso-Spel l-Temple-108970 994914341/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Never deny your potential"" — Thanks to Ken Jeong for Sunday's inspiring commencement address 🎓💙😈",2021-09-28 19:36:13,I was there working the graduation.,😊,❤️❤️❤️❤️My wife left me a month ago and she was leaving with another man who is 6years older than her i feel like my life is completely over. I read over the internet how a spell caster have help several people to get there love back. I have been depress for the past one month and what i need is to get her back and live with her happily. so i decided to give it a try so i contacted the spell caster called Dr Ogbomoso and explain my problems to him and he cast a love spell which i use to get my Wife back and now my life is complete and both of us are very happy 💔💔💔💔with the relationship. and i am thoroughly grateful to this man:::his contact email Thank you very much and i am extremely great full::: his Tel:. +2349053403552 And there is know evil attach to his spell it will only make your relationship very 🧡🧡🧡♥️ https:// www.facebook.com / Dr-Ogbomoso-Spel l-Temple-108970 994914341/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke places fifth in the latest Wall Street Journal/Times Higher Education rankings.  TODAY.DUKE.EDU Duke Listed Among Top Five Universities in WSJ/Times Higher Education National Ranking,2021-09-28 15:35:01,Duke is extraordinary. My son is a senior there and I could not be more proud. Thank you Duke for providing him the best experience,Rightfully deserved Duke University 💙!,Go Duke !,💙💙💙💙,Love working here! So proud of both university and medical center.,Incredible! It makes no sense. Duke is a 3 year university.,💙💙💙,💙💙💙,💙💙💙💙💙💙💙💙,Congratulations 👏 🎊 💐,"FAILURE TO DIAGNOSE WITH A NEGATIVE OUTCOME.  Update: Thanks to the Dr. failing to perform an MRI when he was supposed to::: I now have a 25% chance of survival after 5 years. I've undergone radiation and now the cancer drugs leave me tired::: all the time.  I still have a recording of the cancer center PA telling me::: ""I don't know why the Dr. Does what he does::: but he absolutely was supposed to do an MRI after the first visit."" This Dr. took a shortcut and cost me the last 20 years of my life.  There's no accountability at duke. They simply pass the buck to the legal department and start lying.  On 11/5/19::: I was informed by a PA in the Duke Cancer Clinic that my doctor had failed to perform an MRI in a timely manner and due to this::: my cancer has spread from my prostate bed and I will now need radiation treatments. These radiation treatments will cause missed time from work and will result in the loss of my ability to earn income::: perhaps permanently::: and will almost certainly leave me impotent::: and with incontinence problems.  The PA twice told me that the doctor should have performed an MRI after our first meeting and should not have delayed the MRI for 6 months::: as he did. The PA stated:::""sometim es::: I don't know why he does what he does::: but he should not have put off the MRI."" As a result of the MRI being delayed by 6 months::: the cancer has spread. Had the MRI been done promptly::: the lesions would have been found and the operation would have been scheduled and the operation would have left me cancer free.  When I presented at Duke::: I informed Dr. Polascik that my Urologist had discovered cancer in my prostate and had recommended that I have the prostate removed in a timely manner. I was told by Dr. Polascik that that was “old thinking” and that I was “not a candidate for surgery.” Near the end of that appointment::: I again asked the doctor why my Urologist would recommend removal of the prostate while he believed that I was not a candidate for surgery. The doctor replied::: “did he really tell you that?” I again confirmed that this was the recommendation. I again was told that::: “that was old thinking and that I needed to come back in 6 months.” I was told that I have the “exact same cancer that virtually every man in his eighties has in his prostate::: only a lot less of it.” I was they would “do an MRI in six months to see if they could see anything” After the MRI::: I discovered that that I actually had two lesions on the outside of my prostate. The after-surgery report showed the cancer had spread into the prostate bed. Had the MRI been done after the initial visit::: which the PA twice informed me was what was supposed to happen::: the cancer would not have spread. I HAVE A RECORDING OF THE P.A. TELLING ME THIS.  Additionally::: they failed to treat my severe pain for four hours after surgery. They failed to use the spirometer after surgery. They sent me home without adequate pain meds and told me to call the nurses line if I needed them. When I called I was told they would be called in within 15 minutes. It actually took 6 hours and 10 calls to get them to finally call in the meds. When I asked the nurse why I was getting such terrible service::: she hung up on me. And no::: I do not have a history of opioid abuse.  They are overbooked. Too many patients::: and when you slip through the cracks and file a complaint::: they don't respond to the complaint.  Do yourself a favor::: choose a hospital and doctor that puts the patient before profits. Their failure to perform an MRI has ruined my future.  You shouldn't come away from an experience like this needing a medical malpractice attorney.",Go Duke.!!  Never forgotten,Love my Duke!!,Becca Erenbaum.,congratulation from M'sila university https:// www.univ-msila.d z/,My husband was planning on divorcing me saying he was tired of our union i was surprised because this come all of a sudden and my instinct told me something was going wrong::: i later find out my husband have a woman outside::: i asked him about that::: he got really angry and said that's why he wants us to divorce::: he left home for 6 months when i saw the contact of Dr Ogbomoso the spell caster a woman explained who she was able to get pregnant and have a child of her own with a herbal medicine after 9years of marriage::: I took his contact and explained my situation with my husband to him::: he told me my husband is been manipulated::: he told me some things to do and perform a spell for me::: after 3 days of the spell my husband came home and tore the divorce paper::: we are living happily now all thanks to Dr Ogbomoso Don't be ashamed of your issues::: You can also contact (+2349053403552 )him on his Facebook page @ Dr Ogbomoso spell home  https:// www.facebook.com / Dr-Ogbomoso-Spel l-Temple-108970 994914341/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
In addition to celebrating Class of 2020::: this weekend we also honored a Duke luminary in Wilhelmina Reuben-Cooke.  TODAY.DUKE.EDU The Reuben-Cooke Building::: Named After a Superstar,2021-09-27 20:25:01,Alex Smith,My husband was planning on divorcing me saying he was tired of our union i was surprised because this come all of a sudden and my instinct told me something was going wrong::: i later find out my husband have a woman outside::: i asked him about that::: he got really angry and said that's why he wants us to divorce::: he left home for 6 months when i saw the contact of Dr Ogbomoso the spell caster a woman explained who she was able to get pregnant and have a child of her own with a herbal medicine after 9years of marriage::: I took his contact and explained my situation with my husband to him::: he told me my husband is been manipulated::: he told me some things to do and perform a spell for me::: after 3 days of the spell my husband came home and tore the divorce paper::: we are living happily now all thanks to Dr Ogbomoso Don't be ashamed of your issues::: You can also contact (+2349053403552 )him on his Facebook page @ Dr Ogbomoso spell home  https:// www.facebook.com / Dr-Ogbomoso-Spel l-Temple-108970 994914341/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Here's to the Class of 2020 -- So glad we finally had the opportunity to celebrate your accomplishments on campus 🎓  COMMENCEMENT.DUKE.EDU Duke Commencement 2020,2021-09-27 14:35:02,I had a problem with my boyfriend six months ago::: which lead to our breakup. I felt so empty inside. Until a friend of mine told me about one spell caster called Dr Ogbomoso that helped her also with the same problem too. So i quickly contacted Dr Ogbomoso and I told him my problem and he did gave me instructions and guide lines of his spell casting.. And after 11 hours::: my boyfriend gave me a call and he came back to me and told me he was sorry for everything that he made me go through.. now i am back to my ex and we are living happily together.. thank you so much Dr Ogbomoso for bringing joy and happiness to my life.you can visit is Whats-App number +2349053403552 or https:// www.facebook.com / Dr-Ogbomoso-Spel l-Temple-108970 994914341/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Here's to the Class of 2020 🎓🎉💙,2021-09-26 21:28:06,Check commencement.du ke.edu for more photos and videos from this weekend.,My father always participated in the commencement ceremony as a distinguished alumni .,Go Duke Blue Devils and Good Luck to All of You !”,I miss Duke University,So thankful that this could happen- they are all so deserving!!,Ohhhh ::: congratulations guys,Congratulations class of 2020!!! 🎉🍻🍺🥂🍷🥃🚬,Congratulations 2020 blue devils,sanaol :<,congrats ^^,Hey Duke University::: wondering when Kyrie Irving attended your institution for higher learning::: exactly what classes did he attend??? Not looking good for you guys as a poster guy that is synonymous with your institution is questioning basic science and comprehension.,Congratulations for class of 2020,Congrats 👏👏👏,M'sila university https:// www.univ-msila.d z/ wish good year with a lot of success,I had a problem with my boyfriend six months ago::: which lead to our breakup. I felt so empty inside. Until a friend of mine told me about one spell caster called Dr Ogbomoso that helped her also with the same problem too. So i quickly contacted Dr Ogbomoso and I told him my problem and he did gave me instructions and guide lines of his spell casting.. And after 11 hours::: my boyfriend gave me a call and he came back to me and told me he was sorry for everything that he made me go through.. now i am back to my ex and we are living happily together.. thank you so much Dr Ogbomoso for bringing joy and happiness to my life.you can visit is Whats-App number +2349053403552 or https:// www.facebook.com / Dr-Ogbomoso-Spel l-Temple-108970 994914341/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The #Duke2020 procession starts at 9 AM  Join the live stream ➡️ http://duke.is/nGkmhQ  SUN::: SEP 26::: 2021 Duke Commencement 2020,2021-09-26 11:48:02,Fellow students join this server https:// discord.gg/ esXnWgks,My husband was planning on divorcing me saying he was tired of our union i was surprised because this come all of a sudden and my instinct told me something was going wrong::: i later find out my husband have a woman outside::: i asked him about that::: he got really angry and said that's why he wants us to divorce::: he left home for 6 months when i saw the contact of Dr Ogbomoso the spell caster a woman explained who she was able to get pregnant and have a child of her own with a herbal medicine after 9years of marriage::: I took his contact and explained my situation with my husband to him::: he told me my husband is been manipulated::: he told me some things to do and perform a spell for me::: after 3 days of the spell my husband came home and tore the divorce paper::: we are living happily now all thanks to Dr Ogbomoso Don't be ashamed of your issues::: You can also contact (+2349053403552 )him on his Facebook page @ Dr Ogbomoso spell home  https:// www.facebook.com / Dr-Ogbomoso-Spel l-Temple-108970 994914341/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duke Football with a third straight W — 52-33 over Kansas 🔵😈,2021-09-26 01:17:20,Get ready boys: GTHC::: GTH!,GTHC,This was a great day for football!!,Good win but KU scored 33::: UNC will score 73 if the defense doesn’t improve,LET'S GOOOO DUKE!!!! 💙🤍💙🤍,Go Duke Blue Devils,Go Duke!,Let's Go Duke,😊,💙💙💙,💙💙💙💙💙,wow,❤️❤️❤️❤️My wife left me a month ago and she was leaving with another man who is 6years older than her i feel like my life is completely over. I read over the internet how a spell caster have help several people to get there love back. I have been depress for the past one month and what i need is to get her back and live with her happily. so i decided to give it a try so i contacted the spell caster called Dr Ogbomoso and explain my problems to him and he cast a love spell which i use to get my Wife back and now my life is complete and both of us are very happy 💔💔💔💔with the relationship. and i am thoroughly grateful to this man:::his contact email Thank you very much and i am extremely great full::: his Tel:. +2349053403552 And there is know evil attach to his spell it will only make your relationship very 🧡🧡🧡♥️ https:// www.facebook.com / Dr-Ogbomoso-Spel l-Temple-108970 994914341/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This time tomorrow::: we celebrate — in-person — the Class of 2020 🎓  TODAY.DUKE.EDU The Class of 2020 Gets Its Moment,2021-09-25 13:00:03,Chul Jong Yung,I had a problem with my boyfriend six months ago::: which lead to our breakup. I felt so empty inside. Until a friend of mine told me about one spell caster called Dr Ogbomoso that helped her also with the same problem too. So i quickly contacted Dr Ogbomoso and I told him my problem and he did gave me instructions and guide lines of his spell casting.. And after 11 hours::: my boyfriend gave me a call and he came back to me and told me he was sorry for everything that he made me go through.. now i am back to my ex and we are living happily together.. thank you so much Dr Ogbomoso for bringing joy and happiness to my life.you can visit is Whats-App number +2349053403552 or https:// www.facebook.com / Dr-Ogbomoso-Spel l-Temple-108970 994914341/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonight::: we officially dedicate the Reuben-Cooke Building in honor of Wilhelmina Reuben-Cooke — One of Duke's first five Black undergraduates who went on to an extraordinary career in law::: academics::: and civic engagement.  Joni the live stream ➡️ http://duke.is/s9jwAP,2021-09-24 20:06:00,❤️❤️❤️❤️My wife left me a month ago and she was leaving with another man who is 6years older than her i feel like my life is completely over. I read over the internet how a spell caster have help several people to get there love back. I have been depress for the past one month and what i need is to get her back and live with her happily. so i decided to give it a try so i contacted the spell caster called Dr Ogbomoso and explain my problems to him and he cast a love spell which i use to get my Wife back and now my life is complete and both of us are very happy 💔💔💔💔with the relationship. and i am thoroughly grateful to this man:::his contact email Thank you very much and i am extremely great full::: his Tel:. +2349053403552 And there is know evil attach to his spell it will only make your relationship very 🧡🧡🧡♥️ https:// www.facebook.com / Dr-Ogbomoso-Spel l-Temple-108970 994914341/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As we get ready for an eagerly anticipated commencement ceremony on Sunday::: eight members of the Class of 2020 share their memories of Duke and how they learned to cherish ordinary moments 🎓  TODAY.DUKE.EDU The Class of 2020 Remembers Duke,2021-09-24 14:26:29,I had a problem with my boyfriend six months ago::: which lead to our breakup. I felt so empty inside. Until a friend of mine told me about one spell caster called Dr Ogbomoso that helped her also with the same problem too. So i quickly contacted Dr Ogbomoso and I told him my problem and he did gave me instructions and guide lines of his spell casting.. And after 11 hours::: my boyfriend gave me a call and he came back to me and told me he was sorry for everything that he made me go through.. now i am back to my ex and we are living happily together.. thank you so much Dr Ogbomoso for bringing joy and happiness to my life.you can visit is Whats-App number +2349053403552 or https:// www.facebook.com / Dr-Ogbomoso-Spel l-Temple-108970 994914341/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Two Duke brain scientists are among the newest Howard Hughes Medical Institute (HHMI) Investigators — Congratulations to Cagla Eroglu and Kafui Dzirasa.  TODAY.DUKE.EDU Two Duke Brain Scientists Named Howard Hughes Investigators,2021-09-23 13:52:18,Chul Jong Yung,https:// write-paper-for- me.online/ ?rt=dqfg7VP6 don’t thank 😏,My husband was planning on divorcing me saying he was tired of our union i was surprised because this come all of a sudden and my instinct told me something was going wrong::: i later find out my husband have a woman outside::: i asked him about that::: he got really angry and said that's why he wants us to divorce::: he left home for 6 months when i saw the contact of Dr Ogbomoso the spell caster a woman explained who she was able to get pregnant and have a child of her own with a herbal medicine after 9years of marriage::: I took his contact and explained my situation with my husband to him::: he told me my husband is been manipulated::: he told me some things to do and perform a spell for me::: after 3 days of the spell my husband came home and tore the divorce paper::: we are living happily now all thanks to Dr Ogbomoso Don't be ashamed of your issues::: You can also contact (+2349053403552 )him on his Facebook page @ Dr Ogbomoso spell home  https:// www.facebook.com / Dr-Ogbomoso-Spel l-Temple-108970 994914341/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congratulations to the Duke faculty who received tenure as of July 1::: 2021  FACULTYADVANCEMENT.DUKE.EDU Duke Awards Tenure to Faculty Members | Duke Faculty Advancement,2021-09-22 20:30:04,Chul Jong Yung,congratulation from M'sila university https:// www.univ-msila.d z/,I had a problem with my boyfriend six months ago::: which lead to our breakup. I felt so empty inside. Until a friend of mine told me about one spell caster called Dr Ogbomoso that helped her also with the same problem too. So i quickly contacted Dr Ogbomoso and I told him my problem and he did gave me instructions and guide lines of his spell casting.. And after 11 hours::: my boyfriend gave me a call and he came back to me and told me he was sorry for everything that he made me go through.. now i am back to my ex and we are living happily together.. thank you so much Dr Ogbomoso for bringing joy and happiness to my life.you can visit is Whats-App number +2349053403552 or https:// www.facebook.com / Dr-Ogbomoso-Spel l-Temple-108970 994914341/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy first day of fall 🍂,2021-09-22 14:21:58,But I miss you most of all::: my darling::: when the autumn leaves start to fall…💙,cute,cute,Best campus I've visited in the US!,M'sila university https:// www.univ-msila.d z/ wish good day,"Thanks to the Dr. failing to perform an MRI when he was supposed to::: I now have a 25% chance of survival after 5 years. I've undergone radiation and now the cancer drugs leave me tired::: all the time.  I still have a recording of the cancer center PA telling me::: ""I don't know why the Dr. Does what he does::: but he absolutely was supposed to do an MRI after the first visit."" This Dr. took a shortcut and cost me the last 20 years of my life.  There's no accountability at duke. They simply pass the buck to the legal department and start lying.  On 11/5/19::: I was informed by a PA in the Duke Cancer Clinic that my doctor had failed to perform an MRI in a timely manner and due to this::: my cancer has spread from my prostate bed and I will now need radiation treatments. These radiation treatments will cause missed time from work and will result in the loss of my ability to earn income::: perhaps permanently::: and will almost certainly leave me impotent::: and with incontinence problems.  The PA twice told me that the doctor should have performed an MRI after our first meeting and should not have delayed the MRI for 6 months::: as he did. The PA stated:::""sometim es::: I don't know why he does what he does::: but he should not have put off the MRI."" As a result of the MRI being delayed by 6 months::: the cancer has spread. Had the MRI been done promptly::: the lesions would have been found and the operation would have been scheduled and the operation would have left me cancer free.  When I presented at Duke::: I informed Dr. Polascik that my Urologist had discovered cancer in my prostate and had recommended that I have the prostate removed in a timely manner. I was told by Dr. Polascik that that was “old thinking” and that I was “not a candidate for surgery.” Near the end of that appointment::: I again asked the doctor why my Urologist would recommend removal of the prostate while he believed that I was not a candidate for surgery. The doctor replied::: “did he really tell you that?” I again confirmed that this was the recommendation. I again was told that::: “that was old thinking and that I needed to come back in 6 months.”  I was told that I have the “exact same cancer that virtually every man in his eighties has in his prostate::: only a lot less of it.” I was they would “do an MRI in six months to see if they could see anything” After the MRI::: I discovered that that I actually had two lesions on the outside of my prostate. The after-surgery report showed the cancer had spread into the prostate bed. Had the MRI been done after the initial visit::: which the PA twice informed me was what was supposed to happen::: the cancer would not have spread.  I HAVE A RECORDING OF THE P.A. TELLING ME THIS.  Additionally::: they failed to treat my severe pain for four hours after surgery. They failed to use the spirometer after surgery. They sent me home without adequate pain meds and told me to call the nurses line if I needed them. When I called I was told they would be called in within 15 minutes. It actually took 6 hours and 10 calls to get them to finally call in the meds. When I asked the nurse why I was getting such terrible service::: she hung up on me. And no::: I do not have a history of opioid abuse.  They are overbooked. Too many patients::: and when you slip through the cracks and file a complaint::: they don't respond to the complaint.  Do yourself a favor::: choose a hospital and doctor that puts the patient before profits. Their failure to perform an MRI has ruined my future.  You shouldn't come away from an experience like this needing a medical malpractice attorney.",❤️❤️❤️❤️My wife left me a month ago and she was leaving with another man who is 6years older than her i feel like my life is completely over. I read over the internet how a spell caster have help several people to get there love back. I have been depress for the past one month and what i need is to get her back and live with her happily. so i decided to give it a try so i contacted the spell caster called Dr Ogbomoso and explain my problems to him and he cast a love spell which i use to get my Wife back and now my life is complete and both of us are very happy 💔💔💔💔with the relationship. and i am thoroughly grateful to this man:::his contact email Thank you very much and i am extremely great full::: his Tel:. +2349053403552 And there is know evil attach to his spell it will only make your relationship very 🧡🧡🧡♥️ https:// www.facebook.com / Dr-Ogbomoso-Spel l-Temple-108970 994914341/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
