From the moment you first step on campus::: you have the opportunity to create a lasting impact that reaches far beyond just your community.  What will you do at OU? The journey to creating something special starts here.  This is YOU at OU.,2021-09-07 10:49:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Nancy E. Snow::: an OU professor of philosophy and director of the Institute for the Study of Human Flourishing::: was published in The Oklahoman exploring the concept of civility and the interference of ""noise"" in today's conversations.  Read more via The Oklahoman: https://link.ou.edu/3sXly5l",2022-01-04 16:01:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Well done to OU epidemiologist Aaron Wendelboe. A great read in the Tulsa World about the research he is conducting to interact with the ""public"" in public health.  Lead On::: Dr. Wendelboe. ☝  TULSAWORLD.COM People to Watch: Epidemiologist Aaron Wendelboe's focus is 'public' in public health  Tulsa World 2 January::: 03:31 ·  As a researcher::: the past two years presented him a conundrum: The public wants consistent::: straightforward::: yes-or-no answers::: and those don't always exist::: he says.",2022-01-03 19:05:36,So it behooves the scientific and medical communities to be transparent and honest. Something they seem to struggle with.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congratulations are in order to our own President Harroz and OU Law Assistant Dean Stanley Evans on being honored as 2021 Oklahomans of the Year.  Read more via Oklahoma Magazine: https://link.ou.edu/3mOk75G,2022-01-03 14:58:43,Congratulations for this well deserved honor and recognition!  OU Black Alumni Society OKC/Norman Chapter,Congratulations ::: Dean Evans!,Congratulations ::: gentlemen! Well done!,Congratulations !,Congratulations !,Congratulations and Boomer Sooner!!!,Congratulations !,Congratulations !,Congratulations !,Congratulations 🎈🎉🍾,Congratulations Presedent Harroz.,Congratulations !,Congrats!,Go::: Stan!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hey 2️⃣0️⃣2️⃣2️⃣ - we’re ready for you.  Happy New Year to our OU family! ☝️🎉,2022-01-01 14:47:18,Happy New year so excited to be going to our this summer,Happy new year! My son graduates next May! His final semester coming up! What a journey-he is a Marine Veteran,HAPPY NEW YEAR 🎊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
𝟐𝟎𝟐𝟏. A year full of growth::: creating lasting memories::: and the promise of a bright future for our #OUFamily. As this year comes to a close::: we look forward to what's in store for the upcoming year.  See you in 𝟐𝟎𝟐𝟐::: OU! Live On::: University. ☝,2021-12-30 16:14:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alamo Bowl 𝐂𝐡𝐚𝐦𝐩𝐬! 🏆  What a night for Oklahoma Football. Congratulations::: Sooners! #Boomer ☝️  Oklahoma Football 29 December 2021 г.::: 23:40 ·  One to 𝙧𝙚𝙢𝙚𝙢𝙗𝙚𝙧.  #OUDNA #BoomerSooner,2021-12-30 05:51:05,Congrats to the Sooners from this Baylor Bear! Always loved the Sooners & my fave Coach Stoops! So glad he came back to lead the team! Best of luck to the 2022 season!! ❤️💛💚,Thank you Mr. Stoops::: for helping O.U. TO WIN::: I hope our new coach can be as good as you.,Way to go::: Coach Stoops!!,Thank you Coach Stoops for stepping up when we needed you and a big congratulations to our beloved Sooners-Well Done! Boomer!!!#boomersooner,Bob Stoops is a leader and has been Sooner strong forever. This Sooner fan loves you and how you stepped up for OU players and fans. You are the best and so happy you saw your son score a TD. One proud Papa. Boomer Sooner !!!,Congrats on a great season! Thank you Coach Stoops for your continued leadership.,Coach Stoops is a Class Act. Thanks for stepping up when we needed you!,Boomer Sooner! You played like Champions! 🏈🏈❤️,Great game and a first bowl game for my birthday boy and our family!!!,CONGRATS 🏈 COACH STOOPS and OU SOONERS. GREAT GAME . THANKS COACH 🏈🏉,Thank you Coach and Congratulations boys! #boomersooner,Can we keep bob stoops for are coach next season!!Awesome job bob stoops your missed!!,STOOPS.. there it is!!! Congrats::: you will ALWAYS be OU football!!! 😍😍,Was great to see Bob on the sidelines one more time.,Thank you Coach Stoops for picking up the pieces!,Loved the game & the band…Hope these girls see the picture I took of them 😊,"Boomer Sooner to the OU Sooner winning the ""Alamo Bowl"":::",Great game! Great win!!,What I was most happy about is that team spirit seemed to permeate the bench. It seemed to be absent the past couple of years,Thanks for coming back::: Coach Stoops!,Thanks Coach Stoops!,I loved it when his son made such a fantastic touchdown! Pure joy!,Congrats to Stoops::: he’s a winner for sure::: I’m sure they were saying to Riley::: “how do you like us now?” Great team and really looking forward to next year. Love me some Sooners,You are a great team::: Boomer Sooners.,Boomer Sooner! Yay! Great game. Thank you Coach Stoops!,Lincoln who???,Congratulations Boomers Sooners,That was awesome that Stoops got to coach his team one more time::: plus his son making a touchdown!!😗😍Love Bob Stoops::: will always be a Sooner Great Coach,Great effort! Good victory for Coach Stoops who volunteered to be there !,CONGRATULATIONS to Coach Stoops and the team. A wonderful win for all.,Congratulations Coach and Sooners!!!,Such a GREAT game. Thank you Coach Stoops for loving OUr SOONERS the way you do. CONGRATULATIONS and SOONER NATION LOVES YOU!!!!!!!!!,Thank you for a great season!,Congratulations Sooners!,So very proud Boomer Sooner,What a great day in sooner history! So proud!!!!!,Great game! Boomer Sooner!🏈,Great game...OU is back!,WHAT A GREAT GAME.,Love ::: Love this game !,Love our Sooners❣️❣️❣️❣️,So Proud Of Our Sooners,Awesome win!!!,Good work Coach Stoops::: I’m not even an OU fan but that was classy!,What a game. Loved it. STOOPS!!,Good job Sooners I agree with Jodie,One more for Coach Stoops! Thank you,So proud to be a Sooner tonight,Congratulations !,What we have with Texas and OSU us a good natured rivalry. But anyone with half a brain HATES the ducks after the last time we played. Even the TV announcers were amazed at the dirty plays by the team and the obvious bias of the officials. I'm just so glad that Bobby Stoops was there to orchestrate the revenge,Coach looked happy to be back.,Congratulations 👏 🎊,A win for the ages!,One for the history books!,Way to go fellow Okie’s!!,Hell of a game!!!,Yeah they are so good :::you have to pay to see them play in a second rate bowl game!!!!,Oklahoma had absolutely no pass rush::: and not much defense::: luckily they won,Congratulations ! Is there any chance Bob Stoops will remain head coach?,Can you watch the game again somehow? I missed it.,Good game,Did real good yes,But OSU beat you!,Good Win OU,My guys!!!! So proud of you all!! Thank you Coach Stoops!!,Was so much fun to watch in person. First of many ou games in person. One to remember indeed,Great game guys. Good start on 2022,Kim Davis,Tony N Jennifer Lippe,Debbie Treat Wilburn,Tony Barnett,Top fan Nanci Hooper,👏👏👏👏👏👏👏👏,🎉,Steven Jackson,Congratulations Boomer Sooner 👏,BOOMER SOONER BABY!!!!!!!!!!! !!!!!!!!!!!!!!!,BOOMER!!!!! Thank you Coach Stoops,Thank you Bob.,Thank you Mr. Stoops.,STOOPS!,What a game!,BOOMER! Thank you coach stoops!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OU Admissions & Recruitment 23 September 2021 г.::: 08:20 ·  The college admissions process can be confusing::: that's why we put together the Digital Family Guide! We hope this guide provides you with all the information you need to know during your students' college admissions process.  Inside the Family Guide::: you'll find information on: ✔️ OU's application process ✔️ Where to find outside scholarships ✔️ How to help your student with test anxiety ✔️ What your student should ask during their campus tour ✔️ Tips on college campus safety and so much more!  🍃 http://ow.ly/v1HQ50GeQIR,2021-09-23 17:35:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The University of Oklahoma’s commitment to building OU into a place of belonging is being nationally recognized as the university has been awarded the prestigious 2021 Higher Education Excellence in Diversity (HEED) Award.  Read more by visiting https://link.ou.edu/3EIkzd2.,2021-09-22 21:28:38,Covid policies must not be a factor for this award.,And hiring faculty from under-represent ed minorities must not either …,Well::: would you look at that! You're a college of Diversity::: when you're indoctrinating students to segregate::: teaching Critical Race Theory and to Hate Capitalism along with the Greatest Nation on Earth::: the USA.✅ well done OU!🤦🏻,Fellow students join this server https:// discord.gg/ esXnWgks,Dm with your cash app tag and get financial support 💖💖💖😍😍😍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OU's annual United Way campaign kicked off Sept. 15 and will continue until Nov. 15 with donations impacting more than 59:::000 people every year.  Now is your opportunity to join hundreds of other OU faculty::: staff::: and students to help make a difference in the lives of others::: such as our friend and staff member Bobby::: by donating to United Way of Norman! Learn more about ways you can give by visiting ou.edu/unitedway.  Watch Bobby's story here! ⤵️ https://www.youtube.com/watch?v=kMpSeVssr6E  YOUTUBE.COM OU x United Way of Norman: Bobby,2021-09-22 15:52:35,Thank you for all you do Bill Huntington!,Steve Willingham I had no idea you worked at the university.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This weekend is Family Fall Weekend at OU!  Take a look at what's happening on campus all weekend::: Sept. 24-26::: and we can't wait to welcome all of our #OUFamily to Norman! ☝  See a full list of events and activities by visiting https://link.ou.edu/2ZkaJxP.,2021-09-20 18:04:43,I hope you have a wonderful family weekend at OU❤️🥰❤️🥰,Kayleen Thomas,Sooner!,Boomer,Please like and share our page with your friends and family https:// www.thinkodigita l.com/...,Dm with your cash app tag and get financial support 💖💖💖😍😍😍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma Football 18 September 2021 г.::: 13:18 ·  𝑃𝑢𝑡 𝑡ℎ𝑒 𝑝𝑜𝑛𝑖𝑒𝑠 𝑖𝑛 𝑡ℎ𝑒 𝑏𝑎𝑟𝑛.  #BoomerSooner,2021-09-18 21:05:53,Sorry I missed it. I was stuck on a 45 minutes line to purchase water ::: to be told sold out .,"My 50 year old sign came true: ""Shuck the Mutherhuskers.""",I want the kicks!😃🤩,Dm with your cash app tag and get financial support 💖💖💖😍😍😍,Please like and share our page with your friends and family https:// www.thinkodigita l.com/...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Saturday mood because today is the Game of the Century! ⭕️🙌🏼  Happy game day::: Sooner Nation! #BoomerSooner ☝🏼,2021-09-18 12:58:56,Very cute photo! Go Sooners! But why is it called Game of the Century?,They say it’s not whether you win or lose but it’s how you play the game 🤪 oh to hell with that! 🤪WE WON!!!!,My Dad and I attended the Game of the Century. Can hardly believe it was 50 years ago!#BoomerSooner 🏈 🇺🇸 🏈 🇺🇸,#Sooners,I remember losing the “Game of the Century.” Let’s win today!,Yes::: many memories of attending these big games🏈🏈🏈❣️❣️❣️❣️,❤️🏈 Love those Sooners!❤️🏈,Let’s hang on Sooners… almost there!,Come on Sooners::: get more Touchdowns. I see the excitement to play again.Yet Score more don't let the other team bear you this go around. It's been 1 hour now😀😀,Go Sooners,Alice McAbee,I also was at the game of the century. I even remember what I was wearing. It was a red and grey sport coat. The weather was a little cold for that but I didn't care in the least. 😁,Oranges 🍊 🍊 🍊 Wanted to see Oranges thrown on the field just for old times sake!!!,Riley says Boomer!,Becky Lary Weston So do they require people be vaccinated or get tested prior to the game?,Boomer Sooner!!,sweet little,Boomer Sooner!!,She is sooo cute 🏈❤️,I hope to see this little girl as a cheerleader for OU one day 🤩 she’s adorable!!,Aww::: too cute!!!!,Boomer !!!!!!,sooner,Boomer,Dm with your cash app tag and get financial support 💖💖💖😍😍😍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Today was a day to remember! Presenting the 15th president of the University of Oklahoma::: Joseph Harroz::: Jr.  Leading with commitment and purpose::: the future of OU has never been brighter. Thank you to our #OUFamily for such an impactful day. Live On::: University. ☝,2021-09-17 21:52:09,Chloe Singleton 👀👀👀,John Gage Brown,Please like and share our page with your friends and family https:// www.thinkodigita l.com/...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OU is a place of discovery::: growth::: and excellence::: and as we surpass the one-year mark of our strategic plan::: 𝐋𝐞𝐚𝐝 𝐎𝐧::: 𝐔𝐧𝐢𝐯𝐞𝐫𝐬𝐢𝐭𝐲::: our hopes of continuing to make OU a place of opportunity have never been higher.  Learn more about OU's strategic plan by visiting https://link.ou.edu/3EnUtvK.,2021-09-17 18:47:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Today::: the University of Oklahoma proudly celebrates the inauguration of the university’s 15th president::: Joseph Harroz::: Jr.  Unable to join us in Norman? You have the opportunity to watch online! Visit link.ou.edu/inauguration to follow along as we celebrate President Harroz!,2021-09-17 14:37:49,John Gage Brown,Congratulations,Congratulations ! Wishing you great success,Congratulations !,Congratulations !,Ditch the mask/ vaccine mandates...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The University of Oklahoma announced today a historic gift from the family of renowned educator::: scientist::: and former OU faculty member Homer L. Dodge that will transform the future of the OU College of Arts and Sciences.  Learn more by visiting https://link.ou.edu/3Cg1gFR.,2021-09-16 20:08:01,But don’t worry::: we’ll still increase your tuition and those arts and sciences fees on your bursar bill.,Kayla Thornton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The University of Oklahoma announced today the appointment of Matthew D. Brockwell as senior vice president and chief financial officer::: pending OU Board of Regents’ approval.  Read more by visiting https://link.ou.edu/3kh7BKW.,2021-09-16 15:34:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Today is the start of #HispanicHeritageMonth!  This nationally-recognized month honors and highlights the tremendous contributions and influence of Latinx and Hispanic communities in the United States.  Take a look at how OU is celebrating this month by visiting https://link.ou.edu/3Cft7G1.,2021-09-15 20:05:36,"Where does the word ""Latinx"" exist in Hispanic Heritage?",Is this the line for the car wash?,What’s a “Latinx” ?,+233559128375👈👈 I'm a great spritual man of savior who helps people in trems of their problems such as... 1= Financial problem 2= Lotto numbers 3= For girls/Ex back 4= Pocket no dry 5= Winning a bet 6= Instant money 7= Protection ring 8= leadership problem 9= Exams/school problem 10= Documents problem 11= Court case 12= Business improvement.. And many more for your dreams to come true successful call/WhatsApp if you need any kind of help (0559128375/ +233559128375) NOTE no human being blood is involved ❌❌❎ ❎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The University of Oklahoma will proudly celebrate the inauguration of Joseph Harroz::: Jr. as OU's 15th president on Friday::: Sept. 17::: at 10 a.m. on the OU-Norman campus.  Learn more by visiting https://link.ou.edu/3eR4y9b.,2021-09-13 17:35:50,John Gage Brown,Congratulations 🎊,Congrats to him.,Cool::: pay for my tuition 🥰,I love this choice. He has set the right goals and benchmarks for the university to measure itself against::: coupled with an easy going and approachable personality.,A.K.A.::: the IndoctraCation Czar... 🤦🏻,Please like and share our page with your friends and family https:// www.thinkodigita l.com/...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oklahoma Football 11 September 2021 г.::: 20:53 ·  𝘚𝘱𝘦𝘤𝘪𝘢𝘭::: 𝘴𝘱𝘦𝘤𝘪𝘢𝘭 𝘥𝘢𝘺.  #BoomerSooner,2021-09-12 02:56:32,Special::: special day for COVID infections. The pandemic isn’t over::: people! I am appalled that my alma mater cares more about game revenue than people’s lives. Even OSU had reduced capacity. For shame.,Yep!!! Watch for the big Surge! Thanks Oklahoma!!!!,would have looked even more amazing if the student section wore blue 🇺🇸 Boomer‼️,Good job Sooners! B💖💖MER!,Shane Burk I think they cut our heads off.,Johnny Bruner Leon Bruner Jr.,Great picture,BOOMER!❤️❤️,It was beautiful!,It was sooo nice to see the stands full again.Been so long and so quiet. BOOMER SOONER,Sheila Russell Esmond Copenhaver,Did all these people have masks on?,This is why I love my sooners.,#1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On the 20th anniversary of September 11::: 2001::: we remember the lives that were lost::: honor the families who lost loved ones::: and say thank you to our first responders for their continued bravery. We will #NeverForget,2021-09-11 12:58:33,🇺🇸🇺🇸🇺🇸,🇱🇷🇱🇷🇱🇷,Never forget,Why is the game on PPV?,But we’re supposed to forget other things in our history::: right?🤡,https:// www.facebook.com / profile.php?id=1 00061061124098,"Host a tiny 4""x3""x3"" low frequency radio wave hotspot on your window sill free ::: never a cost ::: only revenue to you $25 to $500+ monthly paid in HNT Helium tokens with Ihub FREE NEVER A COST! 100% safe zero hassle personal income producing device! See our little ads - https:// youtu.be/ Vx9YyS7-d3g https:// www.youtube.com/ watch?v=dOFWZZ58 UYs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
