"More than 700 employees and more than 600 students live in areas that were evacuated due to the recent fires in Boulder County. In all::: nearly 1:::000 structures were lost::: including the homes of dozens of CU Boulder students::: faculty and staff::: and reports of other damages are expected to rise.  Campus leaders made the difficult decision to begin the spring semester with fully remote instruction considering the fact that so many staff and faculty members are facing challenges such as managing illness::: securing housing::: working with insurance companies::: helping others in the community::: and replacing destroyed personal belongings from laptop computers to cars.  ""Starting the semester in remote status::: rather than a two-week delay::: preserves spring break::: which students have indicated is integral to mental health:::"" said Executive Vice Provost Ann Schmiesing. ""Not delaying the start of the semester also preserves Maymester::: which cannot overlap with the spring semester due to federal financial aid guidelines. Maymester is an important opportunity for many students to take courses necessary for their progress toward their degrees.""  Read more about how CU Boulder responds to impacts of devastating fires::: high winds and cold snap by clicking the link below.  COLORADO.EDU CU Boulder responds to impacts of devastating fires::: high winds and cold snap",2022-01-04 12:27:02,How do the professors teach remotely without a computer or a room to do it in? And what about the students with no home who might have had somewhere safe to go if you had opened up the residence halls and welcomed them back? This decision makes no sense.,😔😔😔😔🙏🙏🙏🙏🙏,It is so sad.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Launched in 2014::: A Queer Endeavor seeks to help build schools that are safe and humanizing for all young people—providing teachers with resources around how they can support students who identify as LGBTQ and foster honest conversations about gender and sexuality in the classroom. Learn more about A Queer Endeavor and read a Q&A with the founders at the link below.  COLORADO.EDU A Queer Endeavor comes of age in Colorado,2021-06-29 13:46:02,❤️❤️,The Class of 2025 will take their Oath of Office in Tecumseh Court at 7 p.m. on June 30::: 2021. https:// www.facebook.com /events/ 257961252762050/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General Thompson::: a four-star general::: traveled to Boulder last week to highlight the CU System’s participation in a new effort called the Space Force University Partnership Program. The visit was organized by the Center for National Security Initiatives (NSI) at CU Boulder.  CU Boulder has been training those kinds of tech-savvy young people with an eye for the stars for decades. Thompson::: who graduated from the Air Force Academy near Colorado Springs in 1985::: saw that for himself on Thursday as he checked out labs in the aerospace engineering building.  Read more about the General's visit and information about the new United States Space Force University Partnership Program at the link below.  CubeSat design-build-fly laboratory Gen. Thompson with Prof Palo  Gen. Thompson greets AFROTC Cadets Gen. Thompson & AFROTC cadets  General Thompson looks at mural 2-story mural in Aero Building  General Thompson Visit Prof Scott Palo shows CubeSat,2021-06-28 19:43:22,A minor in Space could also complement a BA in #Geography for remote sensing and GIS,The Class of 2025 will take their Oath of Office in Tecumseh Court at 7 p.m. on June 30::: 2021. https:// www.facebook.com /events/ 257961252762050/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heading out on a road trip this summer? Tune into a CU Boulder podcast to help pass the time! From museum tidbits to leadership insights::: cannabis to hurricane research and more::: find a CU podcast that piques your interest and take it with you by clicking the link below. ⤵  COLORADO.EDU CU Boulder Podcasts,2021-06-25 12:49:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We were honored to welcome General David Thompson from United States Space Force to our campus today where he met with campus leadership and AFROTC students::: and took a tour of the Aerospace Engineering Sciences Building.  #TeamSpace | #CUBoulder,2021-06-25 00:24:46,Is the U S Space Force a real thing? It’s a joke::: right? I figure that as the Trump gang made it up it has to be bogus . Asking for a friend 😎,Alex Thomas,It is a real thing. My son is at U.S. Air Force Academy.,Findley Payne,Nerds!,I spy Matthew Rathmann !!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Be sure and look up next time you walk into the Aerospace Building on East Campus. 👀⬆️🛰  Read more about this Lockheed Martin donation to the University of Colorado Boulder Ann and H.J. Smead Department of Aerospace Engineering Sciences ➡ https://bit.ly/3w05uOs  CU Boulder Engineering June 24::: 2021 at 10:06 AM ·  If you head to the University of Colorado Boulder Aerospace Building::: you're in for a special surprise. 👀  A huge thank you to Lockheed Martin for building and donating a full::: 1/3 scale GPS IIIF satellite — the most powerful GPS satellite created to date — mockup to the 4th-floor overlook! 🛰️  The model was fully installed on June 23 — and the CU Boulder Engineering Smead Aerospace Department and Lockheed Martin are planning an official campus dedication ceremony for the model this fall! 🎉  Learn more about the impressive GPS IIIF satellite: https://www.colorado.edu/aerospace/2021/06/23/lockheed-martin-satellite-mockup-installed-aerospace-building,2021-06-24 17:46:01,I live close by. But are most campus buildings still closed to everyone without a CU ID?,Kushal ask lockheed really nicely for a job...they might give you a 1/3 scale satellite instead but a win is a win,Patrick Fort,Curtis Gunter,Michael Hernandez,Grace Littrell,Anubhav Gupta,Daniel Woerner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What impact does air pollution have on obesity? New research suggests poor air quality may contribute at least in part to the nation’s obesity epidemic::: particularly among minority populations who tend to live in places with more exposure to toxic pollutants because women exposed to higher levels of air pollution during pregnancy have babies who grow unusually fast in the first months after birth. Read more ⤵  COLORADO.EDU Air pollution exposure during pregnancy may boost babies’ obesity risk,2021-06-23 13:07:02,Alicia Auditore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Does cannabis impact your abilities to create new ideas as an entrepreneur? Episode 16 of the Creative Distillation podcast from Leeds School of Business at the University of Colorado Boulder explores the research behind cannabis use and entrepreneurship. Listen now ⤵  COLORADO.EDU Can Cannabis Be Useful for Creativity and Ideation?,2021-06-22 22:42:43,It’s useful for making you dumber in my experience from people around me in college that used it. Also seems to strip folks of their empathy for others. Stick to beer college kids reading this. Don’t do drugs m Kay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For more than 60 seasons::: the Colorado Shakespeare Festival has become a summer tradition for many and the artistic team is excited to welcome audiences back to Boulder! Since 1958 audiences have joined us under the stars to celebrate the Bard's masterpieces and other classical works.  Click the link to learn more about the festival and while this summer is already sold out::: there are waitlists available and several kid-friendly programs available through CSF Education and Outreach ➡ https://bit.ly/35E2o7P,2021-06-20 16:19:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As a campus community we recognize and reflect on the importance of Juneteenth::: also known as Freedom Day::: Jubilee Day::: Liberation Day and the nation’s second independence day. Juneteenth has been celebrated in communities across the country for generations––including in Colorado.  This year::: the annual Juneteenth parade and music festival returns to Denver's historic Five Points neighborhood. In Boulder::: the city invites the community to join its virtual celebrations at 10 a.m. on June 19.  For more ways to celebrate with events and learning opportunities::: click the link.  COLORADO.EDU Juneteenth: Celebrating and learning with events::: resources,2021-06-18 22:49:45,We are from CA and will be in Boulder tomorrow Monday the 21st. The campus is not open for tours but we are open to meeting a student or someone who could show us around talk to us about the campus. We have a virtual tour lined up but we will actually be there Monday. My daughter son and I should be there early afternoon. PM me 🙏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The sun is shining::: the weather is warmer and that can only mean one thing: summer is finally here! 😎 Whether you’re around Boulder or back home::: there are lots of things you can do to keep adventuring. Here are some ways to enjoy summer ➡ https://bit.ly/3vArgb1,2021-06-18 12:07:24,Did you know you can be making thousands of dollars while you sit home due to the pandemic outbreak here's how without sending your money to anyone.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy National Mascot Day to Ralphie and Chip The Buffalo 💛🖤,2021-06-17 21:05:43,Best mascot a school could have!!!!!!,The best mascot!!!!,Ralphie is the best!! Chip's cool too 😁,Best mascot in sports!,Wonderful Ralphie,Greatest mascot in any sport,Best mascot EVER! ❤,Run Ralphie Run! ❤️,Ralphie has no rival::: because there is no better mascot.,Well::: this is cool::: but why is there a National Mascot Day?,🦬🦬🦬,Best mascot!!! Run Ralphie Run!,Love Ralphie::: cool mascot!,Best mascot and Cowboys too!,The Best Mascot hands down!,Cannot wait to see Ralphie run! 🖤💛🖤,Stephanie Winter,Jake Snyder,Yeahh,Go Buffs #,"FOR THE REGENTS WHO MAKE DECISIONS ABOUT STUDENTS LIVES: I PUBLICALLY AND PERSONALLY DECLARE THAT THE UNIVERSITY CAN SHARE A PLACE AT THE COURT OF CRIMES AGAINST HUMANITY::: AND I HOPE THEY PAY FOR THIS ABOMINATION AGAINST OUR OWN CITIZENS. WHAT WOULD HAPPEN IF WE ALL SAID HELL NO NO MORE I AM JUST WONDERING! IT IS EVEN COMING OUT DAILY::: AND MORE AND MORE INFORMATION::: EVEN IF THE MAINSTREAM MEDIA IS COMPLICIT IN COLLUSION::: AND HIDING DATA FROM US. NO DAMNED YOUNG PERSON WITH A 99.9 PERCENT SURVIVAL RATE SHOULD HAVE TO BE FORCED TO TAKE A SHOT WITH MANY UNANSWERED QUESTIONS - COULD NOT WE ALL TAKE A STEP BACK::: REALLY ASSESS THE INFORMATION::: AND LOOK WHAT IS ALREADY OUT. DR. BREGGIN ""WE ARE THE PREY"" DR. NICHOLAS WADE ARTICLE IN ATOMIC JOURNAL. MANY MANY OTHERS. AND NOW WE HAVE ACTUAL CHINESE DEFECTOR GIVING NAMES AND ALL ABOUT WHAT IS REALLY GOING ON. FOLKS::: THIS SCHEISSE CAME FROM A BIO WEAPONS PLANT IN WUHAN. SHOULDN'T WE ASK SOME SERIOUS QUESTIONS::: CONNECTIONS THAT SHOW LANDER::: EPSTEIN:::GATES::: FAUCI::: DASZAK:::BARRETT COLLINS::: AND OTHERS - ALL CONNECTED TO GAIN OF FUNCTION::: AND YEARS OF WORK. YEARS OF WORK WE KNEW NOTHING ABOUT? JUST SAYING GAMMY SPARKLES HERE - REALLY CONCERNED!!!!!! !!!!!!!!!!!!!!! !",Krystal Marja Fiksdal,Did you know you can be making thousands of dollars while you sit home due to the pandemic outbreak here's how without sending your money to anyone. DM to get started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There have been record breaking temperatures in the Denver metro area this week. 🌡 CU Boulder experts are lending their expertise on everything from how to protect our homes and health from fire and smoke::: what we can do to prevent the next big blaze and what the extreme temps mean for the snowpack.  COLORADO.EDU Expert Insights on Wildfires::: Drought & Heat,2021-06-17 11:51:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Are firefly light shows a highlight to your summer? Well::: what seems like a simple flashing of light may be more complicated than scientists first realized. Orit Peleg and team set out to explain this phenomenon and you can read about their findings here ➡ https://bit.ly/3iNihjZ,2021-06-16 16:20:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
With temperatures soaring around Colorado::: fears of wildfires are top of mind. The state of Colorado saw four of the five largest wildfires in its history in 2020::: and wildfire is not going away. Data collected from surveys::: funded by the Office of Outreach and Engagement at CU Boulder::: are revealing that residents are often overestimating their preparation and underestimating their risk.  Read more about what this means for mountain residents and what CU Boulder researchers are discovering ➡ https://bit.ly/3xf3Jhg,2021-06-15 12:37:24,They arent wildfires if they were started by arson.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Join the University of Colorado system Office of Diversity::: Equity and Inclusion and CU Boulder professor Danielle Hodge on June 16th as she delivers the keynote address during a webinar ahead of Juneteenth.  Danielle Hodge of the CU-Boulder College of Media::: Communication and Information will discuss what it means to love Blackness in a nation struggling with issues of white supremacy anti-blackness during ""Liberatory love and freedom: Radical Reenvisionings.""  The CU event will be held from 2 to 3:30 p.m. on Wednesday::: June 16. Registration is free and open to members of the University of Colorado system and the community.  COLORADO.EDU CU Boulder professor to discuss 'Liberatory love and freedom: Radical Reenvisionings' June 16",2021-06-14 12:48:02,I love Prof. Hodge. The things she taught me changed my life and will affect the way I think about myself and others forever.,"CU is a joke. They don't hire ""diversity and inclusion"" You hire the same lunatic liberal mindset - it's an echo chamber of delusion and hate.",Director::: Center for Humanities and the Arts Jennifer Ho  The point I’ve made through all of those experiences is that anti-Asian racism has the same source as anti-Black racism: white supremacy. So when a Black person attacks an Asian person::: the encounter is fueled perhaps by racism::: but very specifically by white supremacy. White supremacy does not require a white person to perpetuate it.,I just barfed in my mouth a little bit…I took my CU diploma from 2001 off the wall two years ago.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good hiking days are here to stay! ☀⛰ 🥾 If you are looking for a quick trip to nature or a stress reliever::: check out these hiking spots in and around Boulder County. ⤵  COLORADO.EDU 8 Boulder-area hikes to try,2021-06-12 16:11:02,Avery Mcniff,Colleen Jennings have you hiked these?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Colorado Buffaloes student athletes recorded another fantastic semester in the classroom. 📚 The grade point average for the recently completed spring 2021 semester for 371 CU student-athletes was 3.139::: the best spring semester GPA on record!  CUBUFFS.COM CU Student-Athletes Enjoy Another Outstanding Academic Semester - University of Colorado Athletics,2021-06-11 12:41:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Satellites can already spot a new fire within minutes::: but the information they beam back to Earth isn't getting to everyone who needs it or being used as well as it could. Read more from Natasha Stavros::: CU Earth Lab Analytics Hub director ⤵  COLORADO.EDU Bringing tech innovation to wildfires: 4 recommendations for smarter firefighting as megafires menace the US,2021-06-10 11:14:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This turtle squad sure is enjoying the spring sun in Boulder. 🐢☀ What is (or was) your favorite way to spend a sunny day in Boulder::: Buffs?,2021-06-08 20:41:09,Go into the mountains!,🐢🐢🐢,Sarina Abalos-Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday Read: CU news you can use ➡ Celebrating Black women in science fiction and fantasy::: the growing dangers of space debris::: COVID vaccine concerns addressed and more!  COLORADO.EDU Get smart fast: Your top research stories from May,2021-06-06 17:38:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On the first Saturday in June::: National Black Bear Day recognizes the most commonly found bear in North America. Spring is a common time of year for bears to eagerly look for food as they prepare for hibernation. It’s important that students::: faculty::: staff and the larger Boulder community become familiar with bear safety. Here are tips to staying ""Bear Aware"" ⤵  COLORADO.EDU Be ""Bear Aware"" this spring",2021-06-05 15:18:03,Bears “prepare for hibernation” in the spring? You must mean awaken from hibernation?,🐻🐻🐻,Finally a day I can support,Sailor Slonaker😱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well hello summer weather! 🌡☀️  Whether you take your own bike out or use your Boulder B-cycle membership::: go out and enjoy this beautiful day::: Buffs! 🚲  Don't have a BCycle membership yet? Learn how you can get a free one here ➡️ https://bit.ly/2Rm3cL2  📸: Patrick Campbell,2021-06-04 20:12:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Happy Pride! 🏳️‍🌈 Throughout the month of June we’re excited to highlight news::: related events::: and the history of Pride on the CU Boulder social channels. Stay tuned!  ""As we celebrate all of our community's identities under the LGBTQ+ umbrella::: we invite students::: staff::: and faculty to explore the support::: resources and education offered through the CU Boulder Pride Office.  Our office serves as a hub in creating an inclusive and supportive community for LGBTQ+ and allied students and we look forward to seeing you at one of our community events. Be awesome. Be proud. Be you.” -Morgan Seamont::: program director of the Pride Office at CU Boulder.  To learn more about our commitment to the LGBTQ+ community and the CU Boulder Pride Office::: click the link below.  COLORADO.EDU Pride Office | CU Boulder",2021-06-04 12:06:03,👏🏼💕,Where might we purchase one of those stickers? 😁,I love you so fucking much,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whether you’ve moved home or are living with roommates this summer::: here are 4️⃣ tips to help you make the most of it.  COLORADO.EDU Tips for living with family or roommates over the summer,2021-06-03 14:56:02,Step 1: take off your fucking mask.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Today The White House and U.S. Department of Education announced the COVID-19 College Challenge as part of the national vaccination “Month of Action.” CU Boulder is among the first campuses to sign up::: part of a national effort to boost vaccination rates. Learn more ➡ https://bit.ly/2TEoAvV  COLORADO.EDU CU Boulder joins COVID-19 College Challenge,2021-06-02 19:54:39,One day you may be sorry u did. So many adverse and even deaths over 4k in US! Stop this nightmare::: young people are not high risk and by taking the Jab::: will not have lifetime immunity!,CU::: like most US universities already requires students to get the MMR and Meningitis vaccine. College vaccine requirements are nothing new::: this is just one more added to the list. It’s never been a problem before.,This is INSANE. Lunatics are running CU.,My daughter wanted to get her masters at CU Boulder::: but can't::: cause she can't have any more vaccines::: because she was injured when she was young. This is soooo wrong!,How about we let people make their own medical decisions. Just saying if colleges start forcing stude ts to get the vac to attend. I will quit right now.,This is such BULLSHIT what happened to free choice? My body my choice ? It works for abortions but not vaccines ? Are you kidding me ? Wake up America !!,Another poor move by CU Boulder.,Great!,Only 654 college aged kids died of covid in 2020::: out of the 1:::410:::280 that contracted it. If you truly cared for your students::: you would emphasize this statistic. But you dont. I hope you get taken to court.,Sad. Young healthy people don’t need the experimental vaccine.,"""Richard Biggs::: 20::: an evolutionary biology major at CU Boulder::: gets his first dose of the Moderna vaccine from Dr. Laird Wolfe as part of a study to determine if the vaccine can prevent COVID-19 infection and transmission in the student population."" UMMM SINCE WHEN DID WE BECOME LAB RATS?!!? Just crank the PCR test down that will ACTUALLY protect against higher infection rates! Donald J. Trumps ""miracle vaccine"" strikes again! Ironically right into the arms of the ppl who hate him most! 🤔 #disgusting #freebooze #freehotdogs #freedonuts #herdstupidity #crimesagainsthu manity #sterilization #spikeprotein #magnetic #markoftheBeast",Watch out CU administration - students have caught on and are suing any school that mandates dangerous experimental injections.They 'll win too. https:// www.nydailynews. com/ coronavirus/ ny-covid-indiana -university-stu dents-vaccine-p olicy-20210624- a2t7zymv4nckhe4 u5qkbocdg6m-sto ry.html,Poisonous vaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summer is just around the corner! 😎 That means more opportunities to get outside::: soak up some vitamin D and stay active. ☀️ Follow these tips to stay safe and healthy and make the most of your Colorado summer. ⤵  COLORADO.EDU Tips to maximize your Colorado summer,2021-06-02 12:19:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
