"Tuck School of Business at Dartmouth MBA applications are open!

TUCK.DARTMOUTH.EDU
Tuck Launches MBA Application::: Looking Ahead to the Class of 2024

Tuck School of Business at Dartmouth
June 28 at 1:45 PM ·

The #TuckMBA application opens today! This year::: Tuck returns to three rounds for application deadlines::: expands its guaranteed interview policy::: and announces a new essay prompt. Learn more and apply now for Round 1 by September 27:",2021-07-02 14:24:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Professor Melody Brown Burkins::: Guarini '95::: '98::: the associate director for programs and research at Dickey Center for International Understanding::: has been named director of the Dartmouth Institute of Arctic Studies.

NEWS.DARTMOUTH.EDU
Burkins Named Director of the Institute of Arctic Studies",2021-07-02 11:53:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Have you seen our new website?
Check out the beta version here: https://bit.ly/3Acp7WL
Let us know what you think by filling out this short survey: https://bit.ly/3Ai7CEC

NEWS.DARTMOUTH.EDU
Dartmouth Launches Beta Version of Its New Website",2021-07-01 16:26:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Students spent the first day of summer term enjoying the warm weather and reconnecting with friends and classmates. Take a look 👇,2021-06-30 12:41:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A beta version of our new website is now live! We invite you to explore the site and let us know what you think by filling out a short survey. Learn more here ⬇️

NEWS.DARTMOUTH.EDU
Dartmouth Launches Beta Version of Its New Website",2021-06-29 17:14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We are excited to announce that we will be celebrating the re-opening of campus and welcoming the entire Dartmouth community back to Hanover with ""A Year of Homecoming."" See the list of events and activities 👇

NEWS.DARTMOUTH.EDU
Hanlon::: Board of Trustees Announce A Year of Homecoming",2021-06-29 12:33:00,Unfortunately Dartmouth is denying housing to many of its students::: including seniors! So::: will be tough for those kids to enjoy their “year of homecoming” when they’re not welcome “home” to campus!,I certainly hope the commencement for the class of 2020 will not be treated as an afterthought. They deserve a real celebration.,They better do something for 2020 next year as it was promised this year.,Todd Mignacca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Outdoor art 🖍️ Download your own Dartmouth coloring book here: https://bit.ly/35OVsFb,2021-06-25 18:25:11,"智慧電網
https://
m.facebook.com/
story.php?story_
fbid=2136338269
748009&id=10000
1155697999

Taiwan smart grid team...
For your reference...

https://
youtu.be/
SKShu4a3rgU

Taiwan education
For your reference",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Hood Museum of Art has acquired over 6:::000 Hollywood photographs—with shots of movie stars such as Buster Keaton::: Lillian Gish::: and Marlon Brando—from the John Kobal Foundation.

NEWS.DARTMOUTH.EDU
Hood Museum of Art Acquires Hollywood Photo Archive",2021-06-25 14:06:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In his last Community Conversation::: Provost Helble announced significant changes to the remaining COVID-19 restrictions. Read the full list of policy updates ⬇️

NEWS.DARTMOUTH.EDU
Community Conversations: Masks off::: Vaccines on",2021-06-24 20:27:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Provost Joseph Helble will host his last Community Conversation tomorrow at 3:30 p.m. before leaving to serve as president of Lehigh University. This week's guests will be trustee Chair Liz Lempres '83::: Thayer '84; Neal Katyal ’91; and Dean Elizabeth Smith.

NEWS.DARTMOUTH.EDU
Community Conversations::: June 23::: 2021",2021-06-22 17:46:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Hopkins Center for the Arts::: Dartmouth College has announced its upcoming summer season::: which will include a range of experiences::: performances::: and presentations by PILOBOLUS::: CONTRA-TIEMPO::: and Dance Theatre of Harlem.

NEWS.DARTMOUTH.EDU
The Hop Announces Summer Season With In-Person Events",2021-06-21 17:03:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Happy Father's Day to all of the amazing Dartmouth Dads out there! 💚,2021-06-20 14:15:03,Happy Father’s Day to all. Being there in person for Seysha Mehta‘s graduation in person was the best Father’s Day gift ever!,Reeham Choudhury::: Seysha Mehta::: UV Mahadeshwar!,That's for you::: Mark F. Sweetser ❤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yesterday::: President Biden signed legislation to make Juneteenth a federal holiday. Watch Professor Matthew Delmont discuss the history and significance of Juneteenth (from 2020).,2021-06-18 19:18:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"What a weekend::: #Dartmouth21s. 💚

Take a look back at commencement day::: where Pulitzer Prize-winning historian Annette Gordon-Reed '81 delivered the commencement address::: and President Philip J. Hanlon '77 reflected on the challenges you overcame in this extraordinary year.",2021-06-17 21:35:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dartmouth added 259 new photos.
June 17 at 10:54 AM ·
More options

On Sunday::: June 13::: 2021::: we gathered on Memorial Field to celebrate the many achievements of the #Dartmouth21s. Give a rouse for the newest Dartmouth Alumni",2021-06-17 15:54:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It was wonderful being together again::: #Dartmouth21s. 💚

NEWS.DARTMOUTH.EDU
'Undaunted by Challenge:::' Graduates Are Urged to Find Hope",2021-06-16 21:19:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Congratulations to the 148 new members of the New Hampshire Chapter of the Phi Beta Kappa Society! #Dartmouth21s

NEWS.DARTMOUTH.EDU
Phi Beta Kappa Inducts 148 New Members",2021-06-16 19:51:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A few of our favorite moments from yesterday 💚 We’ll share more photos and highlights from the weekend over the next few days. Don’t forget to share your own and tag #Dartmouth21s!,2021-06-14 18:13:50,"Congratulations
Abhimanyu Kapur and all class of 21",Where is this place ?,Congrats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Give a rouse for the #Dartmouth21s–our newest Dartmouth Alumni! 🎓💚

(Photo by Brelynn Hess)",2021-06-13 13:30:00,"Congratulations
to all! Best of luck as you move forward!",Congrats Cameron!!!👨🏻‍🎓,"Look at all those smiles! Congratulations
to all of the ‘21’s!",Laura::: we were in Sheboygan today and I was telling David about my visit to Finch’s and how that led to meeting you and your little boy Kai::: which led to cooking club. And Now Kai has graduated!!! Congrats to him and you two.,"The resilient and adaptive ‘21s claim a special place in Dartmouth history—their journey has been uniquely difficult::: and (I believe)
a testimony to the mettle detected when they were admitted to Dartmouth four tumultuous years ago!!!
Give them a resounding rouse::: especially loud::: as they go forward with fortified wills::: forged by many trials::: into this changed and challenging world! 🌍",Congrats. Makes me feel sad for the 20’s though,"CONGRATULATIONS
🎈🍾🎊🎉 best of luck to all of Y💚U",Wonderful memories. One will never forget. That’s th place where ur life begins. 😊,"Congratulations
Dartmouth class of 2021🎉👏","Congratulations
🎉🍾","Congratulations
to all",Congratulations,As a parent of a ‘20::: this is hard to see.,"CONGRATULATIONS
DARTS!","Congratulations
!!",CONGRATS to ALL!,congratulations,Congrats 21s!!!,"Congratulations
to all!!!!","CONGRATULATIONS
!","Congratulations
! 🎉🍾🎈",Congrats!,"Congratulations
Kai!!!","Congratulations
!","Congratulations
!!","Laura Sane CONGRATULATIONS
TO KAI!","Congratulations
🎉🎉","Congratulations
!!!",Congratulations,Congrats Cameron 😊,👍👌👏👏👏!,Congrats!,Bonita Foto final de Graduación 🎓,Jared Boyce ... #memories,💚🎓💚,"Congratulations
to all of you!","Congratulations
to a very special young lady!",Congrats! 🌟🎉,Best wishes!,A wonderful,,,,,,,,,,
Commencement exercises took place on Sunday::: June 13::: 2021.,2021-06-13 08:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Give a rouse for the Class of 2021 valedictorians and salutatorians! 🎉 #Dartmouth21s

NEWS.DARTMOUTH.EDU
Meet the Class of 2021 Valedictorians and Salutatorians",2021-06-12 16:54:00,"Congratulations
! So impressive! And they overcame so many obstacles to get there.",Congrats Max Mickenberg so very proud if you!!,"Congratulations
::: Zea!!","Congratulations
Devon and Nicole!","Congratulations
to them all on this remarkable achievement !","A rouse and a congratulations
to all of you!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The commencement ceremony may last just a few hours::: but preparing for the big day is a much longer process—especially during the time of COVID-19. Watch as members of our Facilities Operation and Management (FO&M) team transform Memorial Field for the #Dartmouth21s ceremonies.,2021-06-12 11:34:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We've got a busy day of celebrating the #Dartmouth21s today. For today and tomorrow's schedule::: visit👇

NEWS.DARTMOUTH.EDU
2021 Commencement",2021-06-12 09:26:00,"Congratulations
to the graduates of 2021::: but still feeling sorry for the graduates of 2020 who only had a virtual graduation so far","Congratulations
to all graduates. We are so proud of you Giavanna LaGamba class of 2021!! love mom and dad.","Congratulations
to all graduates. What an incredible accomplishment.
My son graduated 5 years ago today and I’m one proud mama. Continue on your journey of success and going to do great things.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Have more questions about Sunday's ceremonies? Our FAQ might be able to help. 👉 https://bit.ly/3g5cAfS #Dartmouth21s,2021-06-12 07:56:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dartmouth added 18 new photos — with Sayuri Magnabosco and Korie Bettner.
June 11 at 8:32 PM ·
More options

Each year::: class marshals are selected by their fellow students on the basis of good citizenship::: enthusiasm::: integrity::: and positive impact on others. The marshals carry batons engraved with their names as they lead their classmates in the commencement procession. And this year::: as Dartmouth and the world look ahead to the challenge of emerging from a global pandemic::: these marshals offer words of inspiration and encouragement to their fellow members of the Class of 2021.",2021-06-11 20:32:00,"Wonderful. So proud! Indeed an achievement!God
bless Class of 2021 ❤😘",Congrats,"Congratulations
::: and thank you for all your hard work. You will ALL make the world a better place. 💚",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Give a rouse for Louise Erdrich '76! She's been awarded the 2021 Pulitzer Prize in fiction for ""The Night Watchman.""

It’s commencement weekend here at Dartmouth so we’re revisiting the address she delivered at our 2009 commencement ceremony. Watch it here: https://bit.ly/3iAdHFZ

PULITZER.ORG
The 2021 Pulitzer Prize Announcement

Pulitzer Prizes
June 11 at 12:42 PM ·

Congratulations to the 2021 #Pulitzer Prize winners! https://www.pulitzer.org/article/2021-pulitzer-prize-announcement",2021-06-11 15:07:00,Such a gifted and important writer,What is this ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"YOUTUBE.COM
Guarini School of Graduate and Advanced Studies Virtual Investiture Ceremony 2021",2021-06-11 14:16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
What's happening this weekend for the #Dartmouth21s? View the entire schedule here 👉 https://bit.ly/3crwUpm,2021-06-11 12:08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Give a rouse for the class of #Tuck2021! #Dartmouth21s

Tuck School of Business at Dartmouth
June 11 at 8:11 AM ·

Join us today in celebrating the graduating class of #Tuck2021! Watch the celebration live at 11:00 a.m. EDT at the link below: https://bit.ly/2WiKgxk",2021-06-11 10:13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We're collecting all the #Dartmouth21s commencement news and stories into one spot for you! Take a look: https://bit.ly/3csjfOF,2021-06-11 06:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Learn more about the seven extraordinary people—including Annette Gordon-Reed '81—receiving honorary degrees this year. #Dartmouth21s

NEWS.DARTMOUTH.EDU
Historian Annette Gordon-Reed '81 is Commencement Speaker",2021-06-10 21:33:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yesterday on Community Conversations::: campus leaders discussed the past year and looked forward to commencement this weekend::: as well as the continued easing of COVID-19 restrictions. Check out our recap of the episode ⬇️

NEWS.DARTMOUTH.EDU
Community Conversations: Commencement Edition",2021-06-10 20:20:02,"Very disturbing to hear of the vaccine mandate in light of the news this morning that the CDC has convened an emergency meeting to discuss the disproportianat
e number of cases of myocarditis in young males 18-24 yrs of age. Despite most students desire to go back to in person learning::: there are students that would prefer to continue to learn remotely than to be forced to take a vaccine that clearly has serious health issues potentially linked to it- several hundred around the country in fact that the CDC has to be meeting about. I hope you continue to allow remote learning in the fall.",Wish you had 20s commencement this year as you had previously planned.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""There's something about the quality of a place that changes::: and remains the same:::"" says the Pulitzer Prize-winning historian and law scholar Annette Gordon-Reed '81. ""I love it because of the person I was when I came here and the person it helped me become.” She will be delivering the commencement address this Sunday for the #Dartmouth21s.",2021-06-10 01:34:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SUN::: JUN 13
Dartmouth Commencement 2021",2021-06-09 14:31:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Today on Community Conversations::: Provost Helble will be joined by President Philip J. Hanlon '77::: trustee Chair Laurel Richie '81::: and E.J. Kiefer::: executive director of Conferences and Events.

NEWS.DARTMOUTH.EDU
Community Conversations::: June 9::: 2021",2021-06-09 14:22:00,Hoping all students who have a desire to take classes and live on campus this fall is able to do so,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
From roller-skating around campus to paddling down the Connecticut River::: students engaged in an array of outdoor activities throughout spring term. Take a look back at some of the highlights ⬇️,2021-06-08 19:57:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As of last Friday::: face coverings are no longer required in outdoor spaces on campus. However::: masks are still required indoors and at large outdoor gatherings such as commencement and investiture ceremonies.

NEWS.DARTMOUTH.EDU
Community Message: Campus Moves to 'Less Limited Access'",2021-06-07 18:57:02,Thank God!!!!,The omnipotent town of Hanover is still holding firm::: however. 🤡,Idiotic that masks were required outdoors to begin with::: but then again::: this is Dartmouth we are talking about.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In honor of Memorial Day::: President Emeritus James Wright reflects on the history of veterans at Dartmouth.

NEWS.DARTMOUTH.EDU
Remembering and Honoring Dartmouth's Veterans",2021-06-01 18:44:01,Thank you::: James Wright::: for your very informative essay highlighting some of the Dartmouth community's participation in our country's military since our founding. From one Marine to another::: I thank YOU for your service to our country as a Marine! Semper Fi.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Knowing that we can be loved exactly as we are gives us all the best opportunity for growing into the healthiest of people.""
—Fred Rogers '50. Happy Pride Month! 🏳️‍🌈",2021-06-01 12:54:00,❤️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Give a rouse! Fourteen students::: alumni::: and graduate students have been awarded National Science Foundation (NSF) Graduate Research Fellowships::: and another nine received honorable mentions.

NEWS.DARTMOUTH.EDU
Fourteen Dartmouth Students Win Graduate Research Fellowships",2021-05-31 12:10:00,Congrats 👏,Impressive!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yesterday on Community Conversations::: Provost Helble discussed easing COVID-19 restrictions this summer and fall. For more on vaccinations and campus operations::: check out our recap of the webcast ⬇️

NEWS.DARTMOUTH.EDU
Community Conversations: Encouraging Signs",2021-05-27 10:08:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"“Tonight::: we needed to be together to carry forward the light and love of those we remember in the way we best choose to live our lives and care for one another. Take with you these moments of stillness and caring.""
—College Chaplain Daveen Litwin

Thank you to those who attended the candlelight vigil last night to honor those who we have lost. Please take care of yourself and one another.

You can read more about the vigil here: https://bit.ly/3fKqvXb",2021-05-26 15:52:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tune in to Community Conversations today at 3:30 p.m. This week's guests are COVID-19 Task Force Co-Chair Lisa Adams::: Dean of the College Kathryn Lively::: and Allen House Professor Janice McCabe.

NEWS.DARTMOUTH.EDU
Community Conversations::: May 26::: 2021",2021-05-26 14:40:02,Dartmouth College just cancelled graduation for the medical school students due to potential weather. No accommodation made to move it inside. No accommodation made to move it up. Parents and grandparents all here are to see this. Good luck getting donations next time you hit up these students or relatives. I wouldn’t give a dime more. They could care less. All politics here,Graduation was held for them last night at an inside venue,Will you ever actually answer parents questions directly?,This is horrible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We are a community in mourning. Our hearts are heavy with the losses of our friends and family members. The pandemic has exacerbated many problems::: but foremost among them has been the growing mental health crisis. We must do more to support our community.

Starting immediately::: we are increasing mental health services::: relaxing COVID-19 restrictions::: extending deadlines for end-of-term options for undergraduates::: and establishing a new partnership with The Jed Foundation - JED::: a nonprofit that promotes suicide prevention and emotional health.

NEWS.DARTMOUTH.EDU
Candlelight Vigil to Honor Memory of Four Undergraduates",2021-05-22 00:50:29,It's my personal opinion that the more we emphasized suicide like the celebrities that have committed suicide::: the more we will get abs to the side because it's the law of attraction in action. Celebrate the living! Celebrate the living! Give credit to those people who made it through::: the isolation::: the social distancing::: the lack of dating::: the difficulty in getting up in the morning and doing online learning::: solo::: the ones who actually made it to the end so that they could Thrive::: you are emphasizing as an educational institutions are wrong message!,This is so sad! No words😔...,Too little too late! Classic Dartmouth administration.,🙏🏻🙏🏻🙏🏻🙏🏻,My heart breaks. No words.,Erica Coles Jacobsen and Bryson Coles...this is so sad. I hadn’t known about this..,Definitely too little too late 😡😡,"The year 2021 have already sincere help I got from @dr.howardherbs
also make me believe that with God possible. I lost hope after all the force hope I got from various who claim to help me but they end up showing their self wrong. I will advise you to work with @dr.howardherbs
to sort out your health issues. He also cure Herpes::: HIV::: Diabetes::: Fibroid::: infertility::: BV::: STD and lot more.
Cancer reach him through drhoward097@gma
il.com
WhatsApp+234808
6948339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Dartmouth Idol Finals::: recreated this year as a virtual three-part series::: will kick off on May 20 at 8 p.m. with performances by four of the eight finalists.

NEWS.DARTMOUTH.EDU
Dartmouth Idol Finals Will Air on May 20::: 21::: and 28",2021-05-19 20:57:01,Abby Shipley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Hampshire Superior Court Chief Justice Tina Nadeau will be in residence with the Rockefeller Center for Public Policy at Dartmouth through the fall.

NEWS.DARTMOUTH.EDU
N.H. Superior Court Justice Tina Nadeau Is Perkins Bass Visitor",2021-05-19 17:16:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Give a rouse! 👏 Four students and three alumni have been offered grants to study or teach around the world through The Fulbright Program Scholarship and Germany's Deutscher Akademischer Austausch Dienst (DAAD) scholarship program.

NEWS.DARTMOUTH.EDU
Meet the 2021 Fulbright and DAAD Recipients",2021-05-17 19:35:01,Please how can I be part of scholarship program s,Congrats Alex! Wonderful!😃,Very impressive! Congratulations,"We really want to invite your students to participate in the #HORIZON2100 - International Youth Competition of Scientific::: Scientific-Prac
tical and Sci-Fi Works
Young people from any country::: of any nationalities aged 16 to 26 are invited until May 31::: 2021 to register and submit a work for the competition - - http://
www.futurible.sp
ace/en/project/
horizon-2021/
THE COMPETITION IS HELD IN TWO NOMINATIONS:
 For the best scientific article::: research::: scientific-prac
tical work::: reflecting the scientific vision of the future of the planet and humanity at the turn of 2100 and the prospects for the development of various scenarios:::
 For the best Sci-fi work - sci-fi story::: essay::: reportage::: journalism::: etc. describing imaginary innovative and original ideas::: fantastic events::: phenomena::: processes and future prospects at the turn of the year 2100::: giving them a scientific explanation:::
and also offering the best solutions aimed at:
- reducing the vulnerability of humanity in the face of future pandemics;
- creation of prerequisites and mechanisms in any spheres for the development and strengthening of mankind's resilience to possible future challenges;
- the formation of a future in which the authors of the works would like to live on their own::: and which::: in their opinion::: will meet the needs of the present and the needs of future generations.
THE PROFILE DIRECTIONS:
 Future of the humankind
 Future of the world
 Future of science::: knowledge management and innovation
 Future of AI::: digital environment::: bionics::: and other key technologies
 Future of the economy::: business and financial sphere
 Future of the Earth's ecosystem
 Future of energetics
 Future of human life
COMPETITION WINNERS GET FREE RIGHT:
- participation in the forum “IMAGE OF THE FUTURE THAT WE WANT: FORESIGHT 2100” in Moscow in August 2021::: where diplomas will be awarded;
- to present your works on the Internet at: http://
www.futurible.sp
ace/en/winners/
GRAND PRIX-title is awarded to the best participant in each of the two nominations that and will be announced on the forum.
CERTIFICATES in PDF format will be received by all participants.
DIPLOMAS will be awarded to all winners.
The working languages of the Project are Russian and English.
To register and submit a work for the competition::: to read the Terms of participation::: Directions of the competition - 2021::: Recommendations
for the design of works::: please follow the link - http://
www.futurible.sp
ace/en/project/
horizon-2021/
For any questions in English::: please contact by mail - contest2100@fut
urible.space",Wooo Megan Clyne!!,Wonderful!!!!,Sunny Tang 🤩🤩🤩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Victoria K. Holt::: vice president of the Stimson Center and a former state department deputy::: has been named the Director of the Dickey Center for International Understanding.

NEWS.DARTMOUTH.EDU
Victoria Holt::: Former State Department Deputy::: to Lead Dickey",2021-05-14 14:13:03,"Congratulations
to Dr. Victoria Holt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
