Brig. Gen. Ben Skardon '38::: who survived the Bataan Death March of World War II and received our state and nation's highest honors::: including the Order of the Palmetto and Congressional Gold Medal::: has died at 104. His service and sacrifice represent what it means to be a soldier::: teacher and Tiger. We lift up all those who knew and loved him. go.tig.rs/d3kt9r,2021-11-16 14:36:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don’t miss your chance to apply to Clemson! Applications for our Fall 2022 priority deadline are due today. 🐅,2021-12-01 23:37:18,The application stays open until May 1st::: but if you get it in today you’ll receive your decision by mid-February!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get up::: Tigers! It's rivalry day. 🔥🔥🔥,2021-11-27 14:00:55,Go Tigers!!,Go Tigers!,Go Tigers!!!!!!!,Contrast that picture with one of WB. Says a lot.,GO TIGERS 🧡💜🐅🧡💜🐅🧡💜,Go Tigers!!!,Go Tigers!,More like “domination day” 71-42-4. Go Tigers!,🧡💜🧡💜GO TIGERS!!!🐅🐅🐅🐅,Oh yes! Go Tigers!,GO TIGERS 🧡💜🧡💜,Go Tigers 💜🧡🐾!,Go Tigers!😍💪👏🎉,Go Tigers!,Go Tigers 🐅🏈🧡💜,Go Tigers!!!!!,Go Tigers !,Go Tigers 🐅,Time to bring the noise to the capital city TONIGHT! I bet one rock artist with an EPIC theme song would fit perfectly for tonight’s game.,Go Tigers 🐯🐅,Go Tigers!!,Nina Vandiver,🐅🐅🐅🐅🐅🐅🐅🐅🐅🐅,Gail Mellette Williams,Margaret Sutton Martin,Mac Kelly,I have a Clemson Vrs Citadel Programe from Dec 1928 in really Great Shape if anyone is interested let me know It has Picture's the Teams::: Coaches::: I am 64 yrs old Honest man::: had it since the 1980's I can send Pictures of it if you're interested in it ! It was featured on Channel 5 by Warren Pepper back in 1987 !,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Advanced materials are big business in South Carolina::: and we are ready to support this developing economic sector by recruiting top talent::: providing transformative programming and operating world-class facilities that couple academia and industry.  NEWS.CLEMSON.EDU South Carolina’s 21st-century STEM economy: Powered by advanced materials research at Clemson · Clemson News,2021-11-24 13:45:03,🔥 Grab your discount & superb papers even if deadlines are strict! It’s time to think about Christmas preparation::: not exams! 😉 https:// writepaperfor.me / place-new-order? rt=kyh1QMik&dis count=ORIGINAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campus was really showing off on the last day before break!,2021-11-23 23:46:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2021-11-22 20:15:53,When it was the Library::: my favorite study place!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Get up::: Tigers::: it's game day!,2021-09-18 13:30:02,Go Tigers!,Nothing like it!! Go get them Tigers!,Go Tigers!!!!,Go tigers you got this,Let’s go Tigers🤗,Go Tigers!!!!,Easy ride today Tigers,Justin Durham,Tell that to the boys on the field 😴,Go Tigers::: y’all!,🏈Clemson Tigers vs Georgia Tech Yellow Jackets Watch Live On 📺 : https://t.co/ 2tTDzIMIfY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don’t miss your chance to be part of something special! Class photos are happening Sunday in Memorial Stadium. Class of 2025 begins at 2 p.m.::: and Class of 2024 begins at 3 p.m.,2021-09-17 16:51:23,Parents weekend? Why don't you pick an away game weekend. Kids are out about with their parents,It’s been postponed already::: just let them take 30 minutes and take the picture so it’s done::: most parents are gone by then::: I had to laugh at our HS class of 2021 socially distanced class photo::: horrible. We don’t know what the future brings.,My daughter will be there...class of 2025!!,Emily Seay,Raquel Proctor Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUN::: SEP 19 Class of '24 and '25 Class Photos,2021-09-16 15:19:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last night::: three-star general Duane Gamble joined Clemson ROTC as the keynote speaker in a 9/11 remembrance ceremony complete with a 21-gun salute.,2021-09-15 23:01:03,I believe that is Duane Gamble.,God Bless USA,Congratulations and thank you for your service Duane! 🙏🏼🇺🇸 Amazing! God Bless! Beautiful photos.,Ugbenyen Clara Sharon,Never Forget!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We are happy to share that Clemson University was once again ranked as one of the top public universities in the country according to the 2022 U.S. News & World Report.  NEWS.CLEMSON.EDU Clemson remains top public university::: leads State of South Carolina in U.S. News rankings · Clemson News,2021-09-13 14:05:02,Proud to be part of the #ClemsonFamily! And so very proud my daughter is going to be an alumni as well!!! Go Tigers!!,Yes::: Clemson is dropping in rankings. Remember that US News adjusts its methodology::: and there were significant changes in 2021. It is nearly impossible for Clemson to knock off five or more public universities ahead of them::: especially now. Graduate debt now is a larger factor in rankings::: as is the number of Pell Grant recipients that graduate. Clemson has increased class sizes somewhat::: which was a category where they once shined. Faculty salaries remain a factor. And this year a lot of universities were dinged slightly if they had large numbers of applicants who did not submit SAT/ACT scores (even with that requirement suspended at many schools due to COVID). A wildcard factor is that 20% of a school's ranking is peer reputation. University leaders are asked to rank similar institutions::: whether or not those leaders really know much about the other schools. Bottom line: For Clemson::: USC and other SC public universities to rise in rankings::: the state must fund them at a higher level.,Wow! Go Tigers! Love my school!!!,Proud to be a Tiger!!!,Does anyone know if Clemson is bringing back their swim team?,As an Alumnus::: I would really like to see us back in the top 20! We were ranked 20th when I attended.,In prior years leadership focused on becoming a Top 20 school and made the necessary changes required to chase that goal. We have lowered our expectations dramatically. We have now traded quality for quantity. The obsession with growth numbers at such an accelerated pace has cost us in the rankings. The objective now is to gain as many out of state students as possible because they pay more in tuition. It is a financial decision. That matters more than being an elite smaller school.,Courtney Rebovich::: Nick Rebovich 😁!!!,Lily Klein🧡💜🧡💜,For those concerned with the drop to #30:  1. These rankings don’t actually mean anything; they’re made up 2. University has prioritized diversity over exclusivity 3. Enrollment increase ≠ disadvantage for in-state students 4. We’re still the best in the state,Two years ago Clemson was ranked 70 overall. Last year it went down a few spots and this year it went down again so now it’s 75 overall. It may still be best in SC but that’s not saying much if every year the overall ranking keeps slipping.,Proud to have a Tiger son in IE at Clemson! Go TIGERS!,Marci Kloskey Mindi Gerrard,Go Tigers!,Hmmm. We have slipped from 20 to 30 over the years. What are we doing wrong?,Go Clemson!!!!,But are they still doing the online tutoring for middle and high school students?,Ditto from Gran and Grandad!,30th is nothing to be excited about.,#30... I remember when it was #20 just 5 years ago and they made a big deal of it lol,Lisa Schilling,Ellie Ashmore Ralph Stone,Preston Weller,Go Tigers!,So what.,"I don't know what your point was for this email but your accusations are completely unprofessional. Attacking a professional because their beliefs do not align with yours is borderline psychotic. You speak of ""doxing someone""?? How dare you say anything to that nature when the whole point of your email was to ""doxx"" Jennifer. You aren't even man enough to provide your name. Get out of here with this nonsense and stay out of Clemson University business. You are not welcome here nor do we tolerate bullying. We are busy and don't have time to deal with things of this nature. Jennifer is an outstanding nurse and one of the best instructors we have at Clemson. She has the support of all of her coworkers. Do yourself a favor::: go away.  Best regards:::  Lauren C. Dye r DNP::: APRN::: FNP-BC Lecturer Clemson University::: School of Nursing College of Behavioral::: Social::: and Health Sciences Lcdyer@clemson. edu 864-314-2254",Joseph Maydock,https:// twitter.com/ SimonGibbs26/ status/ 1441907995189792 768?ref_src=tws rc%5Etfw%7Ctwca mp%5Etweetembed %7Ctwterm%5E144 190799518979276 8%7Ctwgr%5E%7Ct wcon%5Es1_c10&r ef_url=https%3A %2F%2Fwww.satur daydownsouth.co m%2Fclemson-tig ers%2Fclemson-p layer-pushes-sh oves-nc-state-f ans-on-field%2F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thanks for coming back home to Clemson this weekend::: Tigers!,2021-09-12 20:03:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Here the sons of dear old Clemson reign supreme alway. 💪,2021-09-12 00:24:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It’s game time in Death Valley! 🤩,2021-09-11 21:24:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Tiger Band is Shakin’ the Southland!,2021-09-11 20:11:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Tiger Band is Shakin’ the Southland!,2021-09-11 20:08:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We’re glad you came back home to Clemson. 🧡,2021-09-11 18:44:05,Jake Sawyer,We glad to be home!,The game starts at 500!,What time is the game....,Kenny Hull,Jessica Lee,autiful place!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James White::: the only Clemson alumnus to perish in the 9/11 attacks::: was known for his joyful::: kind and determined spirit. Today::: his servant heart lives on through the James P. White Scholarship Endowment. Learn more about his life and legacy.  NEWS.CLEMSON.EDU Clemson honors its only alumnus to perish in 9/11 attacks · Clemson News,2021-09-11 15:00:06,My husband was lucky enough to have Jim as a fraternity brother. He was a great guy!,RIP. Thank you for sharing this. I enjoyed reading about his life and great character.,🙏🙏🙏🙏🙏🙏,Praying 🙏🙏🙏,Rick Jean Silagyi Rebovich,R.I.P.,Always remember…,Wow. I didn’t know that. Thank you.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's been 20 years since our nation was attacked on 9/11. As we gather for a football game in Memorial Stadium::: we will never forget the courageous sacrifice of our veterans and active service members on our behalf.,2021-09-11 13:00:03,Apparently there will be a flyover by the Army National Guard.,The tributes during the game were great as was the halftime with both the Clemson and SC State band as one group playing Amazing Grace !,I look forward to a patriotic tribute at the game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The best traditions are the ones we experience together. 🧡,2021-09-11 01:14:41,I love seeing these pictures. First Friday.,Were the Kudzu kids in the parade?,Go tigers,I love it. Go Tigers!,Jessica Lee,Go Tigers! Class of 2015 alumnus right here.🧡💜,Our transfer::: sophomore daughter got to experience it for the first time with her sister and one of her cousins. Had a great time. They’re hooked! Go Tigers::: Y’all!,Very Pawsome!!,how much is the cost,It’s one of reason I fell in love with Clemson,😍,Go Clemson Tigers.,Pawsome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomorrow. 🐅,2021-09-10 16:35:41,I cannot wait! I am over the moon excited about seeing the Tigers run down The Hill!!!!!,We love Clemson.,Maria Luisa Mendoza,Roger Aiken,GO TIGERS!!!!,Damn I think DJ already got sacked,My daughter's first game as a freshman!!,Yaaaay! Gooooo Tigers!!!!,Go Tigers 🐾💜🧡!,Oh yes! Go Tigers!,Go Tigers!,Go Tigers!!🐅🐅🐅🐅,Go TIGERS!!,First Friday...wonder if the Kappa Sig Kudzu Kids still make an annual appearance?? LOL #TIGERBAND,GO TIGERS! 🐅,Go Tigers!,Wish I could see the game.,I'll be there::: with (orange) bells on!,🐅🐅🐅🐅🐅🐅🐅🐅,Home in the Valley!!! Spot the ball!!!,On our way to see our Tigers play!,Lets try to score a touchdown this time,Go Tigers::: y’all!,I'll be there!,Melissa Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
