"Scott Bess::: founding executive director of Purdue Polytechnic HS::: shows how persistence matters to us.

He is the one behind the revolutionary philosophies PPHS is built upon — ideas that have reinvented the high school experience. It’s just one of the reasons #Purdue is a Fast Company #BrandThatMatters. https://purdue.university/3H8zkqw",11/30/2021 18:22,a visionary,BOILER UP HAMMER DOWN TYLER STRONG CLIZ STRONG LEROY STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"After a weeks-long journey that began in the unnerving chaos at the Kabul airport::: a Purdue language and culture instructor helped four family members relocate from Afghanistan to West Lafayette.

The family was among the thousands of Afghan refugees who fled the country in August when the Taliban returned to power.

They left behind family::: homes and all of their belongings when they fled their home country::: but members of the Purdue community are helping them start over in the U.S.

https://purdue.university/31bRA1M
"#BoilerUp #HammerDown

Purdue Football
October 16 at 5:57 PM ·

DOWN GOES NO. 2.",10/16/2021 23:05,Great win! Boiler up! Believe and you can accomplish great things!,What a great game!! Boiler up!!,Great teamwork today. Keep up the momentum. Hammer Down!,"Congratulations
Purdue Boilermakers::: you did a fantastic job.",Hail Purdue…great team and such fun to watch. Having a celebratory cocktail!,Big win vs # 2. Bell is a stud!!,Super proud of this team today!! Let’s keep it going!!!🚂⬆️⚒️⬇️,Living in Hawkeye Country… Loved every minute of this win!! HailPurdue!!,Maybe we will have a winning season? Good job! Keep it up!,Feels really great here in Hawkeye land!!!!,AWESOME WIN TODAY WAY TO REPRESENT BOILERS,Praying it’s rerun tomorrow morning so I can watch it! Way to go Boilers!!!,Lets’s get 6 wins and go bowling!!,Outstanding coaching and execution by the players! Love how we drew all those Iowa penalties!😁,B🖤💛M!!!,"With an INT to end the game (plus two more to
Stop any trash time scoring!)

Awesome WIN!!! 💛🖤💛",I like this 3 quarterback rotation! Worked well today.,Absolutely amazing win!,Awesome 😎! Boiler Up!,Boiler Up!!!,OMG!! This Purdue Alum and Retiree is Boilermaker proud. Great game guys!,Congrats!!!!! Great job,Penn State alum and Boilermaker Mom…..thank you Purdue! Great win!!!,Purdue proud! 🏈,Great game purdue,Sorry I didn’t get to see only 4thqrt. But a great win over the #2 team in nation Go Boilers! 👍🧡🖤,Boiler Up!!!,WE have a pretty remarkable team!!#PurdueAlumni,Awesome! Hard work pays off,"AWESOME CONGRATULATIONS
!!",Sweet victory!😊,Great game Boilers. Keep the train on track for more wins this season.,Amazing game!,Great game!,"2018 Boilermakers vs #2 Ohio State - Win

2021 Boilermakers vs #2 Iowa - Win

Let’s play #2 ranked teams all the time! Boiler Up! 🚂🔨",BOILER UP! 🚂,Need to do that every week::: not just when we play the big dogs,Black & Gold 🖤&🏆,Helluva game::: Purdue!! Damn proud of the effort! Keep it going. 👍🏼,Spoilermakers again!👏🏈😊,“Who does number 2 work for???”,Boiler Up!,Great game!!,Congratulations,Never should have been number two,I like the quartback. Used all three,Made my weekend,Now let’s get to the Rose Bowl again . I missed the last time Purdue went::: never again,Good win. Now win out!!! No excuses or let downs.,Boiler up,Boiler Up! 🏈,Boiler up!!!,BOILER UP 🖤💛🖤💛,Hail Purdue! What a fun game to watch!! Keep it rolling! BOILER UP!,Boiler Up!!!,Boiler Up,Hail Purdue.,Yes!!,AMAZING effort guys! Great coaching as always! You know::: our Boilers are looking awfully strong for a run at the Big 10 West!!! Just saying! Stay focused and continue to show your opponents there’s no messing with the PROUD and POWERFUL Boilermakers! BOILER UP!!! HAMMER DOWN!!!,24….sounds about right tomorrow afternoon.,hand up my idol ❤️,Ryan Fisher,Pat Parks,Gerrit LaDage,Gerrit LaDage,Jim Davis,🖤💛🖤💛🖤💛,🖤💛,🚂,🖤💛🖤💛,💥🙌🏼🔥,👏💛🖤🏈👏💛🖤🏈,🚂🚂,☹️,🖤💛,Let's Go Brandon!,BOILER UP HAMMER DOWN TYLER STRONG CLIZ STRONG LEROY STRONG,More wins vs #2 than any team in ncaa history! BOILER UP! 🚂✊,Claire says “Go Boilers!”,Purdue beat the #2 out of Iowa!,"That’s our ‘spoilermakers’
!",Awesome!!!,Way to go Boilers!!,Boiler Up Purdue! Hammer down!,Yesssss,Nice win Boilers👏🏽👏🏽,Woohoo!!!,Way to go Boilers!!!!,Hail BOILERS!,Iowa fans are Storming the parking lot.,Scott Pierson how do ya like dem apples!,Spoilermakers strike again!!😁,We stormed the field!🏈🖤💛🚂,Way to go Boilers!! BTFU!! 🔨⬇️,Most excellent! Go Boilers!!!,"""Spoilermakers""
strike again !!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"As Brooke and Marc Conner began planning their wedding::: they were excited to be able to share their love of #Purdue with their families. Between the ceremony and the reception::: the Conners were able to hitch a ride on the world’s fastest collegiate mascot::: the Boilermaker Special. 🚂

Read more about how the Conners’ Purdue love story began and how they were able to incorporate their alma mater into their special day. https://purdue.university/3pb7W4G

📸 : The Lang Co.",10/16/2021 20:00,Our daughter Jill and Casey Zeller had the Boilermaker Special take their bridal party to their wedding reception after they said their “I do’s”!! That was 10 years ago. They met at Purdue!,Peyhwan Kuan,Love this! Have a similar Boilermaker wedding story-Damian Siela and I also got married at St. Tom’s with our reception at the Union ❤️ We were also supposed have the Boilermaker Special drive us around::: but it was being repaired the weekend of our wedding.,Tommy Conner Neat article!,BOILER UP HAMMER DOWN TYLER STRONG CLIZ STRONG LEROY STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Purdue Football takes on Northwestern at historic Wrigley Field on Saturday::: November 20::: and you’re invited to join fellow Boilermakers::: friends::: and fans for the official tailgate!

Whether or not you’re heading to the game::: join the Purdue for Life Foundation two and a half hours prior to kickoff (game time is TBA) at The Cubby Bear::: directly across from Wrigley Field’s Marquee Gate on the corner of Addison and Clark Streets. To see the tailgate buffet menu and get registered::: visit https://purdue.university/wrigley.",10/16/2021 15:00,Fun!,Dawn Daly Timothy Swiatek Courtney Swiatek wanna go to another game lol,Melissa Culver JamesJulie Holzmeyer let’s do this,BOILER UP HAMMER DOWN TYLER STRONG CLIZ STRONG LEROY STRONG,Sarah Reaves,Dustin Walker,Keegan Malone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wilson Usedo left a legacy of compassion and service at the Purdue University Latino Cultural Center. He was committed to connecting students to resources and building a home away from home at the LCC.

His brother::: Edward Usedo::: says::: “[Wilson] had a way of making you feel welcome and comfortable. He would approach you and treat you as if he had known you for years.”

Read more about Wilson Usedo’s impact at Purdue and other stories in celebration of National #HispanicHeritageMonth: https://purdue.university/3FO2F8X",10/15/2021 20:45,A great soul and example to other boilermakers!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building connections is central to the student experience at #TheDataMine. For Kali and Jess::: those opportunities were both academic and social as the two roommates became fast — and lasting — friends. Read about their experiences in this unique living-learning community and how the hands-on experience has shaped their professional trajectory. https://purdue.university/3mVKcir,10/15/2021 18:00,BOILER UP HAMMER DOWN TYLER STRONG CLIZ STRONG LEROY STRONG,“Massive amounts of information are being collected::: intentionally by us and silently by the machines we invent and use in daily life....That::: just as medicines have side effects::: almost all actions produce collateral consequences::: often collateral damage.”,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In our latest #ThisIsPurdue podcast episode::: you'll hear from Dr. Jerome Adams::: former Indiana state health commissioner and U.S. surgeon general.

Dr. Adams joined #Purdue this month as a Presidential Fellow and the university’s first executive director of health equity initiatives. He discusses his background::: how he felt when he got the call to serve as the nation’s doctor::: and dives into what health equity really means.

LISTEN: https://purdue.university/3p17gih
WATCH: https://purdue.university/3BUCScQ",10/15/2021 15:03,"Congratulations
and Welcome!",Impressive new Purdue man,Welcome to Purdue!,Welcome Dr. Adams!,Welcome,Great choice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apply Now! Future Boilermakers: The Common App is open for Fall 2022. Get ready for your next giant leap and apply by November 1. https://purdue.university/2VelvDY,10/14/2021 18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When Dr. Jerome Adams got a call from President Mitch Daniels::: he knew he had to consider coming to #Purdue. And we’re glad he did!

Listen to the latest episode of #ThisIsPurdue to discover Dr. Adams’ plans to innovate as the university's first executive director of health equity initiatives.

https://purdue.university/3p17gih",10/14/2021 14:00,This you?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Don’t miss the next episode of #ThisIsPurdue tomorrow featuring Dr. Jerome Adams::: who was recently appointed executive director of health equity initiatives and Presidential Fellow at #Purdue.

He is prepared to make an impact at Purdue and across the entire state of Indiana—by promoting health equity and positioning Purdue as a global health care innovation leader. Check out our sneak peek video and subscribe today: https://purdue.university/3FC3Jga",10/13/2021 21:00,I’m happy to see the doc is doing well. I was concerned for his health last year when he said a 74 year old morbidly obese man was healthier than he was.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Welcome to the neighborhood! Saab's new aeronautical engineering and production facility officially joins Discovery Park District in Purdue University’s backyard. By 2027::: the plant will create over 300 jobs for West Lafayette. https://purdue.university/3AyZnTf

PURDUE.EDU
Gov. Holcomb joins Purdue officials to celebrate high-paying::: high-tech jobs and international security impact of Saab advanced manufacturing facility",10/13/2021 20:00,Ingrid Svedberg Hurst maybe Garrett will stay there!,Kyle Meyerholtz,Melissa Carroll,Honestly Wisconsin::: can we bring Mitch Daniels here or clone him?????,Where's the masks?,Matthew Kube-McDowell This could be your new job.,Looks like the governor found those elevating shoe inserts advertised on Tik Tok!,How may I join you guys,Hmmmmm why is Mitch Daniels off campus and indoors without a mask::: but wants everyone going to a Purdue basketball game to wear a mask?,They should be wearing masks if they haven't had their 3rd shot.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"When Frieda and Winifred Parker enrolled at Purdue in 1946::: they could not live on campus. The two sisters and their family led the successful campaign to integrate university housing.

On October 3::: Purdue held a dedication ceremony for the newly named Frieda and Winifred Parker Residence Halls to honor their commitment to the fight for equity and access in education.

Watch the documentary about the Parker sisters’ story and the Parker Halls dedication here: https://purdue.university/3AAQsRl",10/13/2021 19:34,What an amazing testament for positive change - there should never be a barrier due to the color of a person’s skin. We still have a long way to go though. It will not happen in my life span::: but I am hopeful eventually we will all realize and act upon the fact we are here to help and love one another collectively. The world has will be a much better place as a result.,Beautiful story🖤💛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"On October 19 at 6:30 p.m. ET::: climate scientist Steven E. Koonin will join President Daniels for an hourlong conversation to discuss the current state of climate science — including Koonin’s latest publication::: “Unsettled: What Climate Science Tells Us::: What It Doesn’t::: and Why It Matters.”

The event is free to the public and will be held in Fowler Hall. A book signing will be held before the event from 5:45-6:15 p.m. https://purdue.university/2NBpINN",10/13/2021 14:00,😆,BOILER UP HAMMER DOWN TYLER STRONG CLIZ STRONG LEROY STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you are sick::: experiencing any symptoms of COVID-19::: or if you have been exposed to someone who has tested positive for COVID-19::: stay home and call the Protect Purdue Health Center at 765-496-INFO (4636). Together::: we can #ProtectPurdue

Learn more: https://purdue.university/3il0WhF",10/12/2021 22:00,BOILER UP HAMMER DOWN TYLER STRONG CLIZ STRONG LEROY STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Before his junior year of high school::: Quentin Betts didn’t know if college might be in the realm of possibilities for him and his family. He was originally planning on joining the military first and going to college later so he could save up.

Luckily::: Quentin and his parents were proactive. As a team::: they made a game plan and sought out a valuable college experience that wouldn’t break the bank.

Learn more about Quentin’s path to Purdue. https://purdue.university/3mJjrxn",10/12/2021 18:00,I so admire his perseverance and grit! Boiler up!,BOILER UP HAMMER DOWN TYLER STRONG CLIZ STRONG LEROY STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Embracing his potential.
Building his confidence.
Bringing his creativity to life.

Watch Prem transform in “PPHS First Class:::” a documentary series produced by Purdue University. The three episodes follow seniors from the first graduating class at Purdue Polytechnic HS as they engage in STEM-focused::: hands-on learning while building their pathway to Purdue.

See it now::: only on YouTube.

https://purdue.university/Prem",10/12/2021 14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#PurdueUniversity is home to the next game changers::: difference makers::: ceiling breakers::: innovators::: #BOILERMAKERS. We will never stop persistently pursuing #TheNextGiantLeap.,10/12/2021 0:00,👏🏻,Our son is so happy at Purdue. It truly is a spectacular place💛🖤,"Top Fan
Son NV",👍🏼. So glad you were able to have such a wonderful experiences.,BOILER UP HAMMER DOWN TYLER STRONG CLIZ STRONG LEROY STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On October 19 at 6:30 p.m. ET::: climate scientist Steven E. Koonin will join President Daniels for an hourlong conversation to discuss the current state of climate science — including Koonin’s latest publication::: “Unsettled: What Climate Science Tells Us::: What It Doesn’t::: and Why It Matters.” The event is free to the public and will be held in Fowler Hall. A book signing will be held before the event from 5:45-6:15 p.m. https://purdue.university/2NBpINN,10/11/2021 20:30,If President Daniels is going to have an hour-long discussion with this guy::: ok fine::: but if so I would like to also see him sit down for an hour with a climate scientist who's views are accepted in the majority of the scientific community. Preferably one who also has ideas and proposals about what we as individuals and a society can and should be doing.,Purdue employs a rich and diverse faculty that reflects any and all opinions and information. This is one scientist::: with credentials::: offering his evidence. Other science and viewpoints are offered prolifically on campus; purdue is no one-voice echo chamber . Embrace::: discuss and refute this speaker at will::: that is the point. The truth invites questions! But it is only deception that wants inquiry and free thought suppressed.,BOILER UP HAMMER DOWN TYLER STRONG CLIZ STRONG LEROY STRONG,"As a Purdue graduate in education and someone who teaches renewable energy I find this embarrassing for Purdue. Peace. https://
www.scientificam
erican.com/
article/
a-new-book-manag
es-to-get-clima
te-science-badl
y-wrong/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Val Schull::: PhD agricultural and biological engineering ’21::: left their mark on the Purdue University Latino Cultural Center by combining their passions for sustainable farming and food justice to create Jardin Semillas::: an on-campus community garden.

The garden serves as a hands-on educational experience for students to learn about food production::: sustainable irrigation::: and what it means to have access to culturally-important foods.

Val says they always looked forward to National Latinx/e Heritage Month celebrations at the LCC. “As a queer and nonbinary Latinx person::: it has been great to see the LCC collaborate with the cultural centers on campus to bring programs that demonstrate how the Latinx/e community is not a monolith.”

Learn more about Val’s contribution to the LCC here: https://purdue.university/3BJ9RRi",10/11/2021 18:00,"This is huge! When I was there in 2017 (Nutriton and Dietetics) we had a small garden ran by Lauren Link that was intended for the student athletes. It’s really cool to see this idea expand to all of the students!

I’m so sorry everyone’s so caught up on the pronouns that they can’t see how cool this accomplishment is.",Anna Strick Michelle Strick,PhD latino 👏. Hopefully me in 2-3 years.,BOILER UP HAMMER DOWN TYLER STRONG CLIZ STRONG LEROY STRONG,Amelia Pomfret::: thought you might find this interesting.,Latinx/e & HISPANIC HERITAGE MONTH. You literally named the garden in Spanish but reject Hispanics in your celebration? That’s some racist shit man.,I guess this is because tomatoes refuse to grow for anybody but white people. SMH at this social justice garbage.,"This ""their"" BS is some of the stupidest crap I've ever witnessed in my life! Purdue needs to do better. Quit with this stupidity. God created us to be male or female and a singular individual. Quit trying to deny that.",Well I hope he had a fantastic Columbus Day..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Through #TheDataMine::: students get real-world experience working with corporations like Cummins Inc. Boilermakers Claudia and Sabrina share how they partnered directly with Cummins employees to gain practical insight through project-based work — all in preparation for tomorrow’s data-infused workforce. https://purdue.university/3ecLceE,10/11/2021 14:47,BOILER UP HAMMER DOWN TYLER STRONG CLIZ STRONG LEROY STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Frederick L. Hovde Hall of Administration and its surrounding area has changed quite a lot since this photo was taken in the late 1940s. It was originally named the Student Services and Administration building when initial construction was completed in 1937 and has continued to serve as an administrative building for #Purdue to this day. The Engineering Fountain was added to its front lawn in 1989::: quickly becoming the heart of campus on the Purdue Mall.,10/10/2021 15:00,My brother in law worked with the company that built that fountain. A Purdue grad too! Boiler Up!!,Fond memories of paying the bills right there. 😆,Worked in Hovde Hall in Bursars office as a Teller from 1972-1976. Then transferred to another job on Campus.,Worked in Hovde Hall from l960 to 1981 with the awesome LOEB fountain.,I worked for grounds in '90 and planted some of those trees and borders.,This is where my very first job was right after uni. My office was on the third floor of this building...I worked in the office of contracts and grants for about a year and a half before starting my career at Johnson and Johnson.,"Top Fan
Anwesha Ghosh","Top Fan
Anwesha Ghosh",Austin Marcotte,Don’t forget get the other fountain that was there before the “new” engineering fountain. Found memories of wading around in it late at night. 😊,"Sure did! I was John Hicks’ (Hicks Undergraduate Library)secreta
ry::: 1965-69.",Tate Pearson,My mother worked at Hovde Hall in the early 1960’s.,"The Engineering Fountain was completed during my Junior year. I remember running through the fountain on those ""hot"" spring days.",I attended during the days of the old fountain. I like the current one better,Don't forget Loeb fountain (1959-1988)!,I liked the old fountain better than this one. Both are beautiful.,that was home for me -\-\1952 to 1956!!,One of Maples favorite spots on campus too,Drum major breakdown!,September::: 1978::: Hovde with Loeb fountain.,Nice photo,Beautiful campus,Anyone swim in the previous fountain??😉,I love that fountain.,I recall this.,Janet Tipton didn't you work in Hovde?,Christine Watland Myers,I like the bottom picture better,Yong Lacy check this out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jim Everett is not just a football legend – he's a storyteller::: too.

Hear his best Purdue Football stories on the latest episode of #ThisIsPurdue. Listen in and #BoilerUp!

LISTEN: https://purdue.university/2Y2GLxm
WATCH: https://purdue.university/3kYp2Ag",10/9/2021 19:00,Great game. We were there.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Persistently pursuing an accessible world-class education for all::: #Purdue has been named the top 4 university in the U.S. for student engagement. The Wall Street Journal
https://purdue.university/3zpLI0d",10/9/2021 14:00,BOILER UP HAMMER DOWN TYLER STRONG CLIZ STRONG LEROY STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Read more about the #PurdueUniversity stories that highlight the game changers::: difference makers::: ceiling breakers::: innovators – THE #Boilermakers – who are impacting the world again and again and again. https://purdue.university/2TFXmVD

PURDUE.EDU
Stories of Purdue - News - Purdue University",10/8/2021 20:00,BOILER UP HAMMER DOWN TYLER STRONG CLIZ STRONG LEROY STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Through #TheDataMine::: students get real-world experience working with corporations like Cummins Inc. Boilermakers Claudia and Sabrina share how they partnered directly with Cummins employees to gain practical insight through project-based work — all in preparation for tomorrow’s data-infused workforce. https://purdue.university/3ecLceE,10/8/2021 14:00,Our son has put his Purdue Data Science college application in! He spent a week in the Data Science Summer College for High School students and fell in love with the program (and Purdue)! We look forward to our visit later this month. We’re keeping our fingers crossed he’ll be a part of this outstanding program in 22’. 😊,BOILER UP HAMMER DOWN TYLER STRONG CLIZ STRONG LEROY STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Football legend Jim Everett found academic success as well as athletic success at #Purdue. As an industrial management student::: he built the skills he needed to launch a successful asset management company – after his successful pro football career::: of course.

Listen to the latest episode of #ThisIsPurdue to learn more about Jim’s career.

LISTEN: https://purdue.university/2Y2GLxm
WATCH: https://purdue.university/3kYp2Ag",10/7/2021 14:00,Jim was my son Trevor’s coach in junior high school. He lived in our neighborhood and was a really nice guy!,Don’t call him Chris. 😁,Like,BOILER UP HAMMER DOWN TYLER STRONG CLIZ STRONG LEROY STRONG,Andy Han IM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kamilah Valentin-Diaz has learned in her time at #Purdue that there is something here for everyone. She’s involved in a variety of cultural centers and organizations like Purdue Immigrant Allies Purdue Immigrant Allies - PIA::: the Purdue Latinx Student Union and more.

With over 1:::000 student clubs and organizations at Purdue::: there are numerous opportunities for finding a community that fits your individual interests and tastes. To find your niche at Purdue::: make sure to apply by the Nov. 1 Early Action deadline. https://purdue.university/3afMjYp",10/6/2021 14:00,You rock Kamilah Valentin!,BOILER UP HAMMER DOWN TYLER STRONG CLIZ STRONG LEROY STRONG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
