The Innovation Campus’ first academic building::: at 300:::000-square-feet::: will be built on an approximately 3.5-acre campus in the first phase of a new mixed-use development and innovation district in North Potomac Yard near the future Potomac Yard Metrorail Station.  Virginia Tech expects to welcome students::: faculty::: and staff into the completed building in the fall of 2024. Plans call for two other campus buildings::: measuring about 150:::000 square feet each::: to be built as the campus grows. Meanwhile::: graduate classes are being held at the university’s Northern Virginia Center in Falls Church.  ➡️ https://vtx.vt.edu/articles/2021/09/unirel-innovationcampus-groundbreaking.html,2021-09-15 13:01:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Know where #HokiesMaskUp 😷➡️ https://ready.vt.edu/public-health-guidelines.html#masks  Virginia Tech Student Affairs September 4::: 2020 at 6:36 PM ·  Reminder: keep wearing your masks! Questions? Watch the video.,2021-09-14 17:30:34,If masks work so well::: how come most of the student body was taken down with the campus crud? How come all the medicine shelves at drug stores were completely empty? How come they were 4+ hour waits at urgent cares?,This video is an embarrassment. Was it made for kindergarteners ? Also::: it said you can be contagious::: even if you feel fine..so why isn't everyone being randomly tested?,What’s about the stadium? Your Covid bowl of soup 🤔,Everywhere except the stadium.,Stop already,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Today marks the groundbreaking for the first building on the Virginia Tech Innovation Campus. Be sure to tune in to the livestreamed event at 4 p.m. at https://vt.edu 🎊  “We are committed to building a technology campus that attracts and develops diverse talent and bolsters the greater Washington::: D.C.::: metro area as one of the nation’s most innovative tech hubs.” — Innovation Campus Vice President and Executive Director Lance Collins  VTX.VT.EDU Groundbreaking kicks off Innovation Campus construction,2021-09-14 15:33:00,Livestreamed event: https:// www.youtube.com/ watch?v=ZuxDZfdX rNQ,"I like the comment about working with ""diverse talent"". As long as they focus on technical competence::: and avoid racial and gender-based ""goals"" there is hope for success.",Since this will be so innovative::: surely it will be bird friendly?? Save the birds!!,built on research manipulations linked to STEAM Education - how 'convenient' 🤦🏻‍♀️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alumni Distinguished Professor John Seiler and his dendrology lab students will be roaming campus and nearby parks and forests as they learn to identify woody plants.  Learn more about programs in the Virginia Tech College of Natural Resources and Environment ➡️ https://cnre.vt.edu,2021-09-14 15:16:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congratulations to the first seven Boeing Graduate Scholars! The Boeing Graduate Scholars Program is funding seven students in computer science and engineering graduate education. Earlier this year::: Boeing announced a $50 million::: multi-year commitment to help launch the #VTInnovationCampus by fall of 2024.  Read more about this exceptional program and meet our first cohort of Boeing Graduate Scholars here ⬇️  VTX.VT.EDU Boeing scholarships fuel graduate education for seven Innovation Campus students,2021-09-13 17:25:24,Congrats Tara Laughlin !!,Fantastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mental Health Initiatives Coordinator for Hokie Wellness::: Swathi Prabhu::: talks about the Mindful Campus Practices::: a series of short::: five-minute guided mindfulness practice recordings that combine imagery::: sound::: and other senses such as smell and feel. Accessible through YouTube::: the initial goal was to give students and other members of the university a way to connect to campus regardless of where they were physically but evolved into physical markers with QR codes around campus where students and others could easily access the recordings from the actual locations::: including Hahn Garden::: the Drillfield::: and the Duck Pond. Swathi wants students and others in the community to know that you don't need to dedicate a lot of time::: or need special equipment::: for self-care and to re-ground yourself when things start to feel stressful or overwhelming. -\-\-\-\-\-\-\-\-\-\-\-\ ➡️ Have five minutes and need to recenter yourself? Listen to a Mindful Campus Practice here: https://hokiewellness.vt.edu/hwondemand/mindfulness-on-demand.html  ➡️ Visit https://hokiewellness.vt.edu for more wellness opportunities.,2021-09-13 16:27:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
➡️ https://vt.edu  We serve as a force for positive change in a world without boundaries. We celebrate 150 years of impact and a boundless future. We are a campus reunited in traditions we hold dear. We value the innovation and creativity gained from diverse minds and voices. We are driven to serve. We are the Hokie Nation. We are Virginia Tech.,2021-09-12 16:30:03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOKIESPORTS.COM Twenty years later::: Welch remembers 9/11 and his past - Virginia Tech Athletics,2021-09-11 10:08:21,🇺🇸❤️🇺🇸,🇺🇸 🇺🇸🇺🇸🇺🇸,🇺🇲❤️🙏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The legalization of hemp and marijuana is fueling the emergence of the CBD industry::: ultimately leading to the production of the large quantities of extracted Cannabis flower waste. A faculty and student research team from the Department of Sustainable Biomaterials in the Virginia Tech College of Natural Resources and Environment is working to determine if this waste could be an inexpensive source of pectins as additives in the adhesives used to manufacture composite lumber products.  Learn more about biomaterials research ➡️ https://sbio.vt.edu/content/sbio_vt_edu/en/research-discovery.html,2021-09-10 19:00:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ripples were felt throughout the world and across the Virginia Tech community the morning of September 11::: 2001.  Read remembrances from Hokies who were impacted that day 🧡  VTX.VT.EDU In their own words: Virginia Tech community remembers Sept. 11::: 2001,2021-09-10 13:22:52,Read a message from President Sands: https:// www.facebook.com /virginiatech/ posts/ 1015971825545305 4,I was on the first floor of Johnson Hall::: and will never forget that day.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tomorrow marks the 20th year since the terrorist attacks on 9/11. President Sands shares what's happening on campus this weekend around the remembrance day 🧡  VTX.VT.EDU From President Tim Sands: Community remembers Sept. 11::: 2001,2021-09-10 13:17:38,Read remembrances from Hokies: https:// www.facebook.com /virginiatech/ posts/ 1015971826222805 4,Lost a college friend & fellow Hokie alum that day::: he worked in one of the towers. RIP Rick.,Was at VT on 9/11 - will never forget it! 🇺🇸🧡,I was pregnant with my now sophomore Hokie. Hubby got out of WTC1 safely that day. Will never forget!,I was a student there on 9/11. 😔🇺🇸,I was a sophomore at VT at the time,I wish we could all come together as a nation like we did on 9/12/01.,A Hokie alum was part of Operation Boatlift https:// youtu.be/ 18lsxFcDrjo Talked 12 minutes too view this video,I just left the city that morning watching the towers on 1 and 9! Never forget seems like yeaterday!,Every Day is Appreciation Day🙏 We give thanks to ALL who make life better!,Sands giving a remembrance speech? As a VT alum and desert Storm vet he needs to be quiet. He is almost as bad as some of our enemies with his tyrannical mandates.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As students return for the Fall 2021 semester::: they're looking forward to football games::: in-person classrooms::: making friends and social events.,2021-09-09 17:30:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Check out updated info from Virginia Tech Athletics for enjoying the next football game on Saturday! 🏈  ➡️ First 5k students with wristbands get North Endzone seats::: so come early. ➡️ Modified concessions offerings to improve wait times 🌭🥤 ➡️ Download tickets before the game for easy entry 🎟️  More details ⬇️  VTX.VT.EDU Virginia Tech adjusts football game day to continue to improve the fan experience at Lane Stadium,2021-09-09 16:30:09,Just a question and concern. Are the people at the game wearing masks? I know college as a whole has a good rating of vaccinated students. But how are we protecting the students if there are unvaccinated or someone with COVID tested negative? Just a concern and worry as a parent.,It’s going to be a false positive this game because it won’t be a sell out night game.,They need to have more than once scanner at the gates. It took 45 minutes to get in last week. Ridiculous.,Mary Cote,Something to consider. UNCC ran into similar concession issues last Friday.,Less than packed game against MT yesterday and the lines for concessions were still incredibly long. Please keep working on a better and faster solution.,Glad you made getting into Lane Stadium even more chaotic and worse. Virginia Tech,Villanova vs. Virginia Tech Live On : https:// pro.livestreamin gsports.online/ soccer.php #goodluck,1A baby,John E. Wagstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"VP for Virginia Tech Student Affairs Frank Shushok asks Hokies to remember who they are while cheering for their team at Saturday's football game. 🏈🦃  ""Let's hold ourselves to the highest standards of respect and care as we cheer on the Hokies."" ⬇️ https://fal.cn/3i5I3  VTX.VT.EDU From Frank Shushok::: Vice President for Student Affairs: Help set a high standard for game-day behavior",2021-09-09 16:00:02,The last time we went to a game we felt there was a tremendous push for the “Drive for 25” campaign and zero push for “Hokie Respect”. Perhaps it’s time to refocus…,“Please speak up when others aren’t living up to Hokies Respect.” Hitler would be proud of you Frank...,This type of behavior inside Lane is what happens when alcohol is allowed at the games… While the sale of alcohol increases revenue::: it lowers the standards of those unable to drink in moderation… And while there has always been a presence of alcohol during the games::: it wasn’t as readily available::: or consumed so openly…,Whenever an organization decides to sell alcohol at an event::: they knowing what they are getting into ... just ask the NFL and PGA Tour.,We attended the Friday night game and the section we sat in was completely civil. Been going to VT games since I was 12 years old::: never have I seen a fight in the stands. Even heard a few VT fans say “hey::: good game” to several Tarheel fans as they were leaving and not in a sarcastic tone. Our daughter is a sophomore at UNC::: we will be attending several of their games this season too. Basically::: if you have zero self control::: stay home and watch the game on television.,I grew up in WV and opted for VT because I didn’t want to be associated with the “couch burning” sort of behavior. Hokies Respect.,The behavior by our students and fans was truly an embarrassment to the university. Instead of celebrating our big win on Friday night::: we were portrayed on the national media as a bunch of drunken out of control fans and students. We need to keep the reputation of being a very loud and intimating place to play::: due to making Lane roar from cheers and vibrate from jumping. However::: shouting obscenities and throwing objects at opposing fans shows little class and isn’t who we are as a university. I appreciate and applaud our VP of Student Affairs writing his letter to address these behavior issues.,The chant is called Freedom of speech!,If we could keep it about football and Hokie spirit and save the political commentary for rallies or other appropriate forum::: that would be greeeeaaaat. Go Hokies!,If they did that to Trump those students would be called heros... not given instructions to hold to a higher standard...,So they can’t disparage Biden? I was proud of them Frank! #FirstAmendment,Yes 🙌🏼 class::: respect and hokie spirit!,meanwhile the behavior by many college students this past year has been ignored and applauded but yet when that behavior then starts directly affecting the reputation of the school it is all of a sudden a problem. . . .,I just wonder . . . if the same happened with Trump as prez would Shushok say the same thing? Highly doubtful.,WAS NOT VERY GOOD HIT A N.C. FAN WITH A BEER CAN HE WENT UP IN THE STANDS TO GET THE PERSON THAT HIT HIM WAS BEATEN POOR SPORTSMANSHIP ALTHOUGH I LOVE THE HOKIES.,Oh because it’s embarrassing when certain other chants are said? Maybe we should ask them WHY they are chanting? Because he’s a dictator perhaps?!?!?,What has happened to our students? What is wrong with people?,I was most offended by the incorrect stick it in chant,They’re pretty much guaranteeing that chant now…,Frank Shushok is the fun police! He needs replacing!,"Make sure every opposing fan leaves Blacksburg loving everything about their visit... except the results on the field.  We're not Morgantown. But don't draw the line at ""we're not as bad as Morgantown"". Draw the line at ""we're as far from Morgantown as we can be.""  Cheer::: scream::: make noise like mad during the game. And after the game::: find a visiting fan and thank them for coming to OUR town::: spending their hard earned money in OUR town::: and wish them the best for the rest of the season.  When Nebraska fans visited us in 2009::: and we broke their hearts at the end of that game::: the Nebraska fans next to me and my friends congratulated us on a great game and shook our hands. With tears in their eyes::: it hurt so bad for them. I took no joy in their pain (we've all been on that side of a loss)::: and Nebraska fans will always have a place at any tailgate I'm at.  Be that kind of fan. Be an AWESOME host AND an awesomely intimidating crowd for opposing teams. We can be both.",Stop kicking out students!,The lack of consideration is growing expediently in our country. Mix that with alcohol sales and big crowds and it’s a recipe for disaster.,This is a lesson for all hokies. We need to hold ourselves accountable on and off the football field. Even online.,Since when is a football game about Joe Biden? I thought it was about playing a football game with another team. Grow up people. I am a Hokie - how sad............ ...,Timothy Rowland,That was respecting our Country. Go Hokies,Kinda annoyed I passed up the first game. Looked and sounded awesome. My son loved his first game. A little drinking I guess😉. Kids will be kids👍 I'm sure the Military game will be a great game 🇺🇲. Can't wait...💪🇺🇲💪,Lol I’m sorry but telling any group of people “not” to do something is pretty much a guarantee they will do it. It’s so odd to me people only get scolded for certain behaviors. Maybe the fact that it happened at each and every college game last weekend might be a small wake up call.,"How about we being back the stick it in chant? Ever since Weaver I haven't seen much 'spirit' at games. Yelling at refs and at the other team::: stomping the bleachers::: the key jangle on third down::: and the hokey pokey are what make football watching fun. Take that away and you might as well watch a boring tennis match on TV at home for free. Not saying we need Eagles stadium levels of rowdiness but the games 10+ yrs ago were more fun to attend then they are now w ""Hokies Respect"". Team played better then too.",I am appalled at the “instructions” that went out to the students this week. They were smart enough to get into Tech::: but need to be talked to like elementary students? Their seating area will be designated by a tarp so they know where to sit? Can they not read their tickets? These are young adults. They should be able to follow the rules without hand holding. There was plenty of crazy at the games I attended in the 70’s~ and too much alcohol. But the guys looked out for each other and took care of the ones who had gone too far. This is beyond what I saw then or have seen in recent years. Do better::: Hokies.,Act like you’ve been there and beating as rank opponent is nothing new.,Trying to control every aspect of peoples lives. How to act::: how to think::: how to live. When does it stop?!?,Go Hokies! (Yes::: I am a Hokie!),Just the way Americans feel right now!!,So….let’s get this right. We will tell students to set a higher standard for a president who abandons US citizens abroad::: yet VT will induct an animal abuser into the hall of fame. 👏🏼 👏🏼👏🏼👏🏼 awesome. All about the money::: aren’t we.,What the heck happened down there to precipitate this?,I think the Hokie fans and the Duke fans are the worst of the A CC! I left a VA Tech game on highway 81 by myself at night and because I had the opposing team's logo on my license::: VA Tech fans were coming over into my lane trying to run me off of the road. And they beat us. They were blowing their horns really loud! Since then ::: I care nothing for VA Tech!!!!!,Whatever happened to Hokie Respect? Opposing fans used to comment how much they liked coming here because they felt welcome. Are we going to become the WVA of Blacksburg?,So sorry UNC fans had bad experience. But all around us was Hokie spirit.,"Lane decided to sell alcohol to make up for lost revenue due to Covid last year::: and then you blame 18-22 yr olds for having fun when we have not had a game in two years with fans::: and people were paying full tuition last year for ""virtual school"" lol Are we still posting students up at the Inn?",Perhaps a kinder and gentler chant would be BUCK JOE BIDEN! Go Hokies!,When is the next game? Go Hokies! :),Hokies always treat visiting fans with respect::: except for that guy last week who had a beer cup thrown at him.,There is a serious problem with people all over the world. People have no respect for anything or anyone.,Character and honor above all else,What do you expect when sell beer and you expect people not to drink too much xmd act right. Can’t have it both ways.,Why are yall making such a huge deal about it,What’s that about Biden ?,If you hold yourself to a higher standard. What the student section was saying is accurate.,Obnoxious behavior has been a given whenever I have been around their drunk fans.,Tech fan for sure,Yes VT::: let's remember::: America is the land of the free!!!🇺🇸🦅,Let’s remember the 130+ students kicked out while 70K+ were elbow to elbow in the stands. Total BS.,hAHAH OK.,Creed,Very well said Frank. Thank you.,STICK IT IN! STICK IT IN! STICK IT IN!,Yes,What's the problem?,Kids::: Be thunderstorm let ‘em hear you in DC!,Lmfaooo,Please read,Yea listen to this tyrant!,F bide n. How awesome! 👏👏👏,Villanova vs. Virginia Tech Live On : https:// pro.livestreamin gsports.online/ soccer.php #goodluck,Bring back stick it in!,The students who took others seats and refused to move should be banned for the rest of the season.,STICK IT IN::: STICK IT IN::: STICK IT IN,Character Matters!,🤡,#Hokiesrespect 🧡,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
While Virginia Tech has achieved a high level of vaccine adoption::: it would be irresponsible to ignore the latest data::: science::: and public health guidance about the delta variant and the increasing risk it poses to the community. Requiring face coverings::: properly worn::: in public indoor spaces adds a layer of protection to help us deliver a consistently full and safe experience for fall semester.  Learn more about where masks are required inside university buildings ➡️ https://ready.vt.edu/faq.html  🎥 Dr. Linsey Marr further discusses the need for masks in indoor settings.,2021-09-08 16:59:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reminder: COVID-19 vaccine clinics will be held Thursday::: Sept. 9::: at the North End Center::: Room 2470::: and Wednesday::: Sept. 22::: at Steger Hall::: both from 10 a.m. – 1 p.m. on the Blacksburg campus.  Sign up here ⬇️ https://fal.cn/3i3EI  VTX.VT.EDU COVID-19 vaccination clinics on Sept. 9 and 22,2021-09-08 15:49:02,In their collective minds::: only Covid exists.,STD tests too?,VT should consider a strep test clinic given the illnesses going around and sick students who cannot get into Schiffert (or another in town clinic) for days.,Can you require vaccination proof at football games? I think that might help.,Stop the indoctrination. Stop the propaganda machine 🇺🇸,John E. Wagstaff,John E. Wagstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Need a COVID test? We've got you covered. Find out how to get your test ➡️ https://ready.vt.edu/testing.html  Need to report a positive test from someplace else? Use the reporting form to let the Dean of Students know and get access to support ➡️ https://cm.maxient.com/reportingform.php?VirginiaTech&layout_id=16,2021-09-07 16:05:49,After that game everyone’s got covid🙄,Imagine all the positive this school could do if they spent half as much time and money researching TREATMENTS for those with covid as they do on mitigation strategies…  No vaccine or mask is going to save you when you when you have Covid. So instead of worrying about cases::: you should worry about severity.,My daughter didnt go but Im sure she'll have to pay the price.......and have to where the mask longer cause all the vaccinated were unmasked😵,John E. Wagstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia Tech added 44 new photos. September 7::: 2021 at 9:29 AM · More options  The annual Gobblerfest returned to the Drillfield this weekend. Learn more about the event by Student Engagement and Campus Life at Virginia Tech ➡️ https://campuslife.vt.edu/Student_Orgs/gobblerfest.html  📸: Skyler Taube::: Thomas Miller::: and Jackson Sirbaugh,2021-09-07 14:29:17,Katie Tyndall this looks like fun! Where you there?,Are these the only pictures?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To the university community:::  This year’s #InclusiveVT Week is especially meaningful for us. At Virginia Tech we dedicate the week after Labor Day to InclusiveVT::: celebrating and strengthening our institutional and individual commitment to Ut Prosim (That I May Serve) in the spirit of community::: diversity::: and excellence.  Now that we are finally back together again as a community::: we have the opportunity to ensure that everyone is welcome and::: in keeping with this year’s InclusiveVT Week theme::: Virginia Tech is a place “Where Everyone Belongs.”  Please take time to welcome those who are new to our community::: participate in thoughtful conversations::: and see the world from the perspective of others. And I encourage you to participate in the week’s events and activities for students::: faculty::: and staff that are designed to help us build the inclusive university community we aspire to be.  #BeCommittedBeWell.  Tim Sands::: President  Follow along with Inclusive VT ⬇️ and find more events here ➡️ https://www.inclusive.vt.edu/Programs/inclusivevt-week.html  Inclusive VT September 6::: 2021 at 11:44 AM ·  #InclusiveVTWeek kicks off tomorrow! Don’t miss out.,2021-09-07 13:51:07,Fostering belonging? So 66:::000+ fans can sit at a football game without masks but you dismiss unvaccinated students and employees? Sounds about right for a state university these days,One of my faves from Orientation two summers ago. Thank you::: VT::: for your dedication to this mission.,"""where everyone belongs"" but if someone hadn't taken a vaccine yet then screw them right?",The hate on this post is disturbing,Indoctrination in full view. Sad to see VT turn so radical left.,this sick university needs to be shutdown let the beagles be free and take the beagles to live in happy family homes where they will be safe in happy family homes not dam universities like this one.,More critical race baiting. Sad. My kid is third generation VPI and I can truly say I am ashamed of my alma mater. I guess this is what that diversity fee we have to pay goes for. Students should be able to opt out of stuff like that,😡😡😡😡😡😡😡😡😡STOP HURTING AND TESTING ON BEAGLES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sept. 3::: 2021 — VT vs UNC  Skipper fires to start the game.,2021-09-04 18:00:09,*Skipper fires to start the game  But awesome photo either way!,"Except Skipper doesn't fire during the game from inside Lane. Nor do the cadets stand on the sidelines. ""Skipper fires to start the game"" maybe?",I could always hear Skipper in years past but not last night? New angle::: explosive? I missed it!,Last year my daughter was telling me when there were touchdowns before the broadcast caught up because she could hear Skipper from WAJ🤣,Payton Hancock,The definition of “positive social behavior!”🤣 Go Hokies!,Awesome photo!,Katrine Lafontaine,John E. Wagstaff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virginia Tech added 30 new photos. September 4::: 2021 at 12:57 PM · More options  Welcome back home::: Hokies! 🏈🧡  More photos from Virginia Tech Athletics ➡️ https://www.facebook.com/media/set/?vanity=VirginiaTechFB&set=a.278164777455528,2021-09-04 17:57:07,Today is a great day for college football!,Signs of life returning to some degree of normalcy. Thanks to all of you making the right decisions and protecting those around you! And what a game! The best college game environment anywhere!,Beautiful photos of so many smiling faces! It’s so good to see smiles again.,It was so much fun! ❤ VT,It was a great game. Hokies are the best fans. Everyone is happy to see college football back!,Aaron W. Schulze,This is reckless and irresponsible. I can’t believe anyone would pay tuition to an institution that would do this during a pandemic.,Jimmy Jamme,Was there a vaccination requirement for attendance?,VT does it right!!!,VT 🧡 🏈!,🧡,🤦🏻‍♀️,Darwin Koller,Shockingly poor judgement::: VA TECH. I’m an ‘87 Hokie and so very disappointed. I’m glad my freshman daughter turned down your invitation to join the freshman class and is much safer at a different university,Go Hokies!!! It’s time!!,Love seeing the Hokie family so happy❤️❤️,Funny how we forget about everything when it comes to a sporting event or concert,It was a spectacular day!,Katrine Lafontaine,🧡,💗🔥,Did you hear the fuc& Biden chants! Outstanding! 👏👏👏👏🇺🇸🇺🇸🇺🇸🇺🇸,I love that Hokie spirit!!,Awesome!! Congratulations !!,Makes me so happy♥️,About time!,Go Hokies,Obviously non have experienced the loss of a loved one to COVID- couldn’t the school have used more caution. Will this lead to more overworked healthcare workers?,Awesome photos!,Awesome 🏈🦃🇺🇸,Life! this is great to see!,The joy of the people:::Sincerit y And Freedom.,GO VT!,Stop it. How is this even real?!? I feel so sad for your local medical professionals.,The COVID Revolution begins at Lane Stadium with “Positive Social Behavior!” Go Hokies!!!,Looks like a whole bunch of COVID.,Go Hokies,Funny no mask anywhere,Anyone snag a pic of the QR code that was on the Jumbotron to see the pic of you in the stands(I think that’s what it was)? Kids are interested in seeing it.,My kids have to wear a mask to school everyday::: decreased playtime together… super spreaders unbelievable COVID bot real!,Super spreader?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Highty-Tighties play in the pre-game celebration outside Lane Stadium for the 2021 season opener football game against UNC. #VT150  📸: Virginia Tech Athletics,2021-09-03 20:36:08,Go VTCC!!! Go Hokies!!! ❤🧡🦃,Go Blacksburg:::Virg inia Tech H🦃kies🏈👨‍💻,Go Hokies!!!!!!,Go Hokies,/The highty tighties and the Hokies. Two great names.,Nothing better than our HTs and Marching Band to get Lane rocking!,Way to win::: Hokies‼️,Kendall Romaine bringing me back to the good ole days 🥲,Wow! That’s 👏 awesome.,Lane Stadium at Virginia Tech will now be called Ivermectin Stadium.,Did they have their mask on?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
